YEAR,STATE_COUNTY,INCINEQUALITY
2017,TX_COCHRAN,5.297
2017,SC_CLARENDON,5.295
2017,AR_WHITE,5.295
2017,GA_TROUP,5.293
2017,OK_COAL,5.293
2017,AR_OUACHITA,5.29
2017,LA_EASTFELICIANA,5.29
2017,AL_ESCAMBIA,5.288
2017,CA_BUTTE,5.288
2017,NJ_CAMDEN,5.286
2017,GA_MERIWETHER,5.281
2017,NE_PAWNEE,5.281
2017,CO_BOULDER,5.28
2017,SC_MARION,5.279
2017,SC_SALUDA,5.274
2017,CO_DOLORES,5.274
2017,OK_GARVIN,5.273
2017,TX_GALVESTON,5.273
2017,NM_DONAANA,5.273
2017,LA_BEAUREGARD,5.267
2017,GA_SPALDING,5.267
2017,MI_INGHAM,5.265
2017,CT_NEWHAVEN,5.264
2017,KY_BATH,5.262
2017,GA_WILKES,5.262
2017,CA_SANTACRUZ,5.259
2017,SC_MARLBORO,5.249
2017,SC_GREENWOOD,5.248
2017,TX_MARTIN,5.247
2017,GA_GLYNN,5.247
2017,OK_ROGERMILLS,5.246
2017,NC_RICHMOND,5.245
2017,MD_SOMERSET,5.243
2017,AZ_COCHISE,5.237
2017,NE_MCPHERSON,5.236
2017,IN_TIPPECANOE,5.234
2017,KY_WAYNE,5.233
2017,SC_CHARLESTON,5.231
2017,NY_RICHMOND,5.226
2017,NY_FRANKLIN,5.226
2017,CO_DENVER,5.225
2017,LA_WESTCARROLL,5.224
2017,MS_FRANKLIN,5.224
2017,AL_MOBILE,5.223
2017,ND_MCINTOSH,5.223
2017,LA_STMARTIN,5.222
2017,LA_IBERIA,5.222
2017,TN_CAMPBELL,5.22
2017,FL_MADISON,5.219
2017,MS_CLARKE,5.218
2017,WV_PENDLETON,5.217
2017,TN_ROANE,5.212
2017,TX_DAWSON,5.212
2017,SC_CHESTERFIELD,5.211
2017,GA_EMANUEL,5.21
2017,TX_THROCKMORTON,5.208
2017,GA_FLOYD,5.207
2017,AL_TUSCALOOSA,5.206
2017,VA_PRINCEEDWARD,5.204
2017,MI_WASHTENAW,5.203
2017,AR_UNION,5.203
2017,VA_NELSON,5.201
2017,SD_BUFFALO,5.199
2017,SD_PERKINS,5.197
2017,NM_LINCOLN,5.196
2017,TN_CLAIBORNE,5.195
2017,KY_ROCKCASTLE,5.193
2017,GA_HARALSON,5.192
2017,MO_NEWMADRID,5.191
2017,FL_LIBERTY,5.19
2017,GA_EVANS,5.19
2017,CO_OTERO,5.188
2017,KY_CUMBERLAND,5.186
2017,TN_CLAY,5.186
2017,GA_HART,5.186
2017,TX_MCLENNAN,5.185
2017,KY_JOHNSON,5.184
2017,TX_GONZALES,5.184
2017,LA_PLAQUEMINES,5.181
2017,MO_CARTER,5.179
