,STATE_COUNTY,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME,YEAR_x,UNINSURED_RATE,YEAR_y,SOME_COLLEGE
271,GA_DAWSON,9900,0.8459,1448,0.1237,27330.0,2017.0,0.185,2017.0,0.556
272,GA_DECATUR,6020,0.5861999999999999,4124,0.4016,18059.0,2017.0,0.208,2017.0,0.49200000000000005
273,GA_DEKALB,51468,0.1647,251370,0.8044,28810.0,2017.0,0.194,2017.0,0.7
274,GA_DODGE,5021,0.7175,1839,0.26280000000000003,18114.0,2017.0,0.192,2017.0,0.466
275,GA_DOOLY,1951,0.5056,1872,0.4851,14510.0,2017.0,0.233,2017.0,0.313
276,GA_DOUGHERTY,10232,0.3008,23311,0.6853,18619.0,2017.0,0.186,2017.0,0.5720000000000001
277,GA_DOUGLAS,24817,0.4322,31005,0.54,23626.0,2017.0,0.172,2017.0,0.633
278,GA_EARLY,2552,0.5333,2168,0.4531,17579.0,2017.0,0.185,2017.0,0.515
279,GA_ECHOLS,1007,0.8563,156,0.13269999999999998,15861.0,2017.0,0.305,2017.0,0.413
280,GA_EFFINGHAM,17874,0.7637,4853,0.2073,24824.0,2017.0,0.146,2017.0,0.5529999999999999
281,GA_ELBERT,5292,0.664,2539,0.3186,18835.0,2017.0,0.21,2017.0,0.32
282,GA_EMANUEL,5335,0.6801,2435,0.3104,17064.0,2017.0,0.194,2017.0,0.405
283,GA_EVANS,2404,0.6674,1130,0.31370000000000003,18998.0,2017.0,0.212,2017.0,0.406
284,GA_FANNIN,9632,0.8179000000000001,1923,0.16329999999999995,19164.0,2017.0,0.225,2017.0,0.396
285,GA_FAYETTE,35048,0.5799,23284,0.3853,35344.0,2017.0,0.118,2017.0,0.747
286,GA_FLOYD,24114,0.7019,9159,0.2666,20500.0,2017.0,0.191,2017.0,0.524
287,GA_FORSYTH,69851,0.7171,23462,0.2409,34582.0,2017.0,0.117,2017.0,0.768
288,GA_FRANKLIN,7054,0.8323999999999999,1243,0.1467,18234.0,2017.0,0.198,2017.0,0.397
289,GA_FULTON,117783,0.2735,297051,0.6899,36757.0,2017.0,0.165,2017.0,0.758
290,GA_GILMER,10477,0.8227,1965,0.1543,21317.0,2017.0,0.258,2017.0,0.406
291,GA_GLASCOCK,1235,0.8885,138,0.0993,17984.0,2017.0,0.151,2017.0,0.48200000000000004
292,GA_GLYNN,21512,0.6306,11775,0.3452,26724.0,2017.0,0.184,2017.0,0.565
293,GA_GORDON,15191,0.8047,3181,0.1685,19177.0,2017.0,0.225,2017.0,0.45899999999999996
294,GA_GRADY,6053,0.6579,3013,0.3275,15734.0,2017.0,0.245,2017.0,0.44299999999999995
295,GA_GREENE,5490,0.621,3199,0.3619,27828.0,2017.0,0.21,2017.0,0.391
296,GA_GWINNETT,146989,0.4514,166153,0.5102,25932.0,2017.0,0.202,2017.0,0.634
297,GA_HABERSHAM,13190,0.8175,2483,0.1539,18910.0,2017.0,0.225,2017.0,0.45299999999999996
298,GA_HALL,51733,0.7367,16180,0.2304,23645.0,2017.0,0.216,2017.0,0.473
299,GA_HANCOCK,843,0.2355,2701,0.7545000000000001,12381.0,2017.0,0.171,2017.0,0.27
300,GA_HARALSON,9585,0.8464,1475,0.1303,19789.0,2017.0,0.168,2017.0,0.49
301,GA_HARRIS,11936,0.7278,4086,0.2491,31482.0,2017.0,0.125,2017.0,0.6859999999999999
302,GA_HART,7286,0.7228,2585,0.2564,20371.0,2017.0,0.187,2017.0,0.523
303,GA_HEARD,3370,0.8012,743,0.17670000000000002,18964.0,2017.0,0.179,2017.0,0.409
304,GA_HENRY,45724,0.4652000000000001,50057,0.5093,25299.0,2017.0,0.145,2017.0,0.652
305,GA_HOUSTON,35430,0.593,22553,0.3775,25195.0,2017.0,0.146,2017.0,0.648
306,GA_IRWIN,2716,0.7411,891,0.2431,18207.0,2017.0,0.177,2017.0,0.446
307,GA_JACKSON,21784,0.8036,4491,0.1657,23247.0,2017.0,0.163,2017.0,0.5529999999999999
308,GA_JASPER,4360,0.7239,1544,0.2564,21297.0,2017.0,0.191,2017.0,0.41
310,GA_JEFFERSON,3063,0.4405,3821,0.5495,14757.0,2017.0,0.196,2017.0,0.382
311,GA_JENKINS,1895,0.6209,1123,0.368,17565.0,2017.0,0.202,2017.0,0.431
312,GA_JOHNSON,2519,0.6840999999999999,1136,0.3085,16807.0,2017.0,0.181,2017.0,0.405
313,GA_JONES,8305,0.6629999999999999,3961,0.31620000000000004,24485.0,2017.0,0.149,2017.0,0.585
314,GA_LAMAR,5190,0.6842,2270,0.2992,18800.0,2017.0,0.168,2017.0,0.56
315,GA_LANIER,1984,0.693,806,0.2815,17264.0,2017.0,0.196,2017.0,0.551
316,GA_LAURENS,12411,0.6372,6752,0.3467,18625.0,2017.0,0.173,2017.0,0.436
317,GA_LEE,10646,0.7542,3170,0.2246,26357.0,2017.0,0.138,2017.0,0.633
318,GA_LIBERTY,6134,0.3806000000000001,9556,0.5929,20791.0,2017.0,0.15,2017.0,0.639
319,GA_LINCOLN,2759,0.6726000000000001,1273,0.3103,20641.0,2017.0,0.184,2017.0,0.41700000000000004
320,GA_LONG,2626,0.6378,1360,0.33030000000000004,17158.0,2017.0,0.189,2017.0,0.586
321,GA_LOWNDES,21635,0.575,15064,0.4003,18897.0,2017.0,0.191,2017.0,0.626
322,GA_LUMPKIN,9619,0.7798999999999999,2220,0.18,20908.0,2017.0,0.189,2017.0,0.555
323,GA_MACON,1540,0.3592,2705,0.631,13865.0,2017.0,0.228,2017.0,0.368
324,GA_MADISON,9201,0.7696999999999999,2425,0.2029,19939.0,2017.0,0.2,2017.0,0.445
325,GA_MARION,1921,0.6035,1213,0.3811,17479.0,2017.0,0.22,2017.0,0.493
326,GA_MCDUFFIE,5432,0.5861,3699,0.3991,17922.0,2017.0,0.178,2017.0,0.45299999999999996
327,GA_MCINTOSH,3487,0.5907,2303,0.3901,21484.0,2017.0,0.195,2017.0,0.534
328,GA_MERIWETHER,5222,0.5682,3804,0.4139,18821.0,2017.0,0.189,2017.0,0.374
329,GA_MILLER,1891,0.7433,623,0.2449,19674.0,2017.0,0.185,2017.0,0.504
330,GA_MITCHELL,4279,0.5440999999999999,3493,0.4441,15694.0,2017.0,0.183,2017.0,0.39299999999999996
331,GA_MONROE,8832,0.6960999999999999,3571,0.2815,22888.0,2017.0,0.161,2017.0,0.555
332,GA_MONTGOMERY,2670,0.7495999999999999,847,0.2378,16460.0,2017.0,0.202,2017.0,0.431
333,GA_MORGAN,6559,0.6948000000000001,2663,0.2821,25933.0,2017.0,0.167,2017.0,0.5579999999999999
334,GA_MURRAY,10341,0.8323,1800,0.1449,16449.0,2017.0,0.227,2017.0,0.37799999999999995
335,GA_MUSCOGEE,26976,0.3929,39851,0.5804,22856.0,2017.0,0.182,2017.0,0.6459999999999999
336,GA_NEWTON,20913,0.4774000000000001,21943,0.5009,21484.0,2017.0,0.168,2017.0,0.614
337,GA_OCONEE,13425,0.6736,5581,0.28,33801.0,2017.0,0.123,2017.0,0.763
338,GA_OGLETHORPE,4625,0.695,1831,0.2751,20493.0,2017.0,0.188,2017.0,0.504
339,GA_PAULDING,44662,0.6909000000000001,18025,0.2788,24168.0,2017.0,0.142,2017.0,0.603
340,GA_PEACH,5413,0.5047999999999999,5100,0.4756,19431.0,2017.0,0.193,2017.0,0.63
341,GA_PICKENS,11651,0.8331999999999999,1979,0.1415,26686.0,2017.0,0.188,2017.0,0.511
342,GA_PIERCE,6302,0.8634999999999999,903,0.1237,20001.0,2017.0,0.211,2017.0,0.48100000000000004
343,GA_PIKE,7278,0.8384,1240,0.14279999999999998,22191.0,2017.0,0.159,2017.0,0.5489999999999999
344,GA_POLK,11014,0.7773,2867,0.2023,18336.0,2017.0,0.204,2017.0,0.41700000000000004
345,GA_PULASKI,2437,0.6770999999999999,1104,0.3068,17781.0,2017.0,0.189,2017.0,0.39
346,GA_PUTNAM,6544,0.6909000000000001,2758,0.2912,26321.0,2017.0,0.198,2017.0,0.491
347,GA_QUITMAN,575,0.5508,461,0.4416,14201.0,2017.0,0.207,2017.0,0.32799999999999996
348,GA_RABUN,6287,0.7908,1444,0.1816,22260.0,2017.0,0.249,2017.0,0.452
349,GA_RANDOLPH,1271,0.4387,1598,0.5516,18094.0,2017.0,0.184,2017.0,0.45399999999999996
350,GA_RICHMOND,24461,0.3258,48814,0.6501,20526.0,2017.0,0.169,2017.0,0.578
351,GA_ROCKDALE,13478,0.3579,23255,0.6175999999999999,23461.0,2017.0,0.184,2017.0,0.5760000000000001
352,GA_SCHLEY,1472,0.7711,401,0.2101,19037.0,2017.0,0.195,2017.0,0.507
353,GA_SCREVEN,3305,0.5799,2300,0.4036,18640.0,2017.0,0.184,2017.0,0.49700000000000005
354,GA_SEMINOLE,2345,0.6547,1189,0.3319,17641.0,2017.0,0.192,2017.0,0.5589999999999999
355,GA_SPALDING,15646,0.6112,9357,0.3655,19783.0,2017.0,0.179,2017.0,0.48100000000000004
356,GA_STEPHENS,7686,0.787,1837,0.1881,18557.0,2017.0,0.172,2017.0,0.47100000000000003
357,GA_STEWART,805,0.3917,1222,0.5946,13238.0,2017.0,0.199,2017.0,0.248
358,GA_SUMTER,5276,0.4808,5520,0.503,17879.0,2017.0,0.188,2017.0,0.49200000000000005
359,GA_TALBOT,1196,0.3687,2002,0.6171,16993.0,2017.0,0.197,2017.0,0.467
360,GA_TALIAFERRO,349,0.3891,545,0.6076,14381.0,2017.0,0.225,2017.0,0.29
361,GA_TATTNALL,5096,0.7401000000000001,1681,0.2441,15280.0,2017.0,0.217,2017.0,0.32899999999999996
362,GA_TAYLOR,2064,0.6062,1296,0.3806000000000001,17078.0,2017.0,0.191,2017.0,0.521
363,GA_TELFAIR,2450,0.6456000000000001,1313,0.34600000000000003,12489.0,2017.0,0.186,2017.0,0.247
364,GA_TERRELL,1874,0.4482,2267,0.5422,16836.0,2017.0,0.195,2017.0,0.418
365,GA_THOMAS,11228,0.5992000000000001,7142,0.3812,19983.0,2017.0,0.189,2017.0,0.58
366,GA_TIFT,9584,0.6761,4347,0.30670000000000003,18933.0,2017.0,0.211,2017.0,0.529
367,GA_TOOMBS,6615,0.726,2338,0.2566,18716.0,2017.0,0.202,2017.0,0.44299999999999995
368,GA_TOWNS,5383,0.7988,1210,0.1796,20419.0,2017.0,0.225,2017.0,0.508
369,GA_TREUTLEN,1809,0.6693000000000001,862,0.3189,19410.0,2017.0,0.177,2017.0,0.43200000000000005
370,GA_TROUP,15750,0.6052000000000001,9713,0.3732,21443.0,2017.0,0.167,2017.0,0.534
371,GA_TURNER,2095,0.6173,1246,0.3671,17609.0,2017.0,0.209,2017.0,0.455
372,GA_TWIGGS,2035,0.5017,1971,0.4859000000000001,17952.0,2017.0,0.192,2017.0,0.461
373,GA_UNION,9852,0.818,1963,0.163,22156.0,2017.0,0.203,2017.0,0.529
374,GA_UPSON,7292,0.6668999999999999,3475,0.3178,17978.0,2017.0,0.171,2017.0,0.49200000000000005
375,GA_WALKER,18950,0.7909999999999999,4215,0.1759,20865.0,2017.0,0.18,2017.0,0.486
376,GA_WALTON,31125,0.7691,8292,0.2049,22824.0,2017.0,0.16,2017.0,0.555
377,GA_WARE,8513,0.7001000000000001,3440,0.2829,18842.0,2017.0,0.184,2017.0,0.42
378,GA_WARREN,991,0.4248,1314,0.5632,17884.0,2017.0,0.189,2017.0,0.348
380,GA_WAYNE,8153,0.785,2041,0.1965,17270.0,2017.0,0.182,2017.0,0.455
381,GA_WEBSTER,630,0.5645,473,0.4238,19082.0,2017.0,0.199,2017.0,0.442
382,GA_WHEELER,1421,0.6759999999999999,646,0.3073,8948.0,2017.0,0.194,2017.0,0.201
383,GA_WHITE,9761,0.8284,1674,0.1421,22059.0,2017.0,0.191,2017.0,0.526
384,GA_WHITFIELD,21537,0.7084999999999999,7937,0.2611,19497.0,2017.0,0.242,2017.0,0.431
385,GA_WILCOX,2096,0.705,852,0.2866,13228.0,2017.0,0.178,2017.0,0.28300000000000003
386,GA_WILKES,2572,0.5745,1848,0.4128,17120.0,2017.0,0.198,2017.0,0.331
387,GA_WILKINSON,2333,0.5453,1894,0.4427,17228.0,2017.0,0.169,2017.0,0.33299999999999996
388,GA_WORTH,6152,0.743,2020,0.244,18551.0,2017.0,0.204,2017.0,0.369
389,HI_KALAWAO,1,0.05,14,0.7,45515.0,2017.0,None,2017.0,1.0
391,HI_MAUI,13446,0.2589,33480,0.6445000000000001,29517.0,2017.0,0.074,2017.0,0.616
392,HI_KAUAI,7574,0.2876,16456,0.6249,26658.0,2017.0,0.065,2017.0,0.618
393,HI_HONOLULU,90326,0.3161,175696,0.6148,30361.0,2017.0,0.055,2017.0,0.715
494,TX_ANDERSON,13201,0.7776000000000001,3369,0.1984,18495.0,2017.0,0.211,2017.0,0.389
495,TX_ANDREWS,3927,0.7945,836,0.1691,27429.0,2017.0,0.207,2017.0,0.442
496,TX_ANGELINA,21668,0.7243999999999999,7538,0.252,20982.0,2017.0,0.224,2017.0,0.522
497,TX_ARANSAS,7740,0.7363,2465,0.2345,26953.0,2017.0,0.233,2017.0,0.47200000000000003
498,TX_ARCHER,3786,0.884,394,0.092,27800.0,2017.0,0.195,2017.0,0.601
499,TX_ARMSTRONG,924,0.905,70,0.06860000000000001,26823.0,2017.0,0.205,2017.0,0.795
500,TX_ATASCOSA,8618,0.6303,4651,0.3402000000000001,20193.0,2017.0,0.205,2017.0,0.441
501,TX_AUSTIN,9637,0.7852,2320,0.189,25884.0,2017.0,0.194,2017.0,0.574
502,TX_BAILEY,1344,0.7495999999999999,397,0.2214,18676.0,2017.0,0.307,2017.0,0.415
503,TX_BANDERA,8163,0.7989,1726,0.1689,25364.0,2017.0,0.211,2017.0,0.625
504,TX_BASTROP,16328,0.5738,10569,0.3714,23342.0,2017.0,0.23,2017.0,0.47200000000000003
505,TX_BAYLOR,1267,0.8452,191,0.1274,28021.0,2017.0,0.219,2017.0,0.672
506,TX_BEE,4744,0.5590999999999999,3444,0.4059,16848.0,2017.0,0.199,2017.0,0.39299999999999996
507,TX_BELL,51998,0.5474,37801,0.3979,22857.0,2017.0,0.151,2017.0,0.6579999999999999
508,TX_BEXAR,240333,0.4076,319550,0.5418999999999999,24253.0,2017.0,0.187,2017.0,0.627
509,TX_BLANCO,4212,0.7409,1244,0.2188,26781.0,2017.0,0.244,2017.0,0.586
510,TX_BORDEN,330,0.9041,31,0.0849,50042.0,2017.0,0.139,2017.0,0.8390000000000001
511,TX_BOSQUE,6339,0.8088,1278,0.1631,23992.0,2017.0,0.251,2017.0,0.504
512,TX_BOWIE,24924,0.7203,8838,0.2554,22911.0,2017.0,0.183,2017.0,0.537
513,TX_BRAZORIA,72791,0.6007,43200,0.3565,29081.0,2017.0,0.157,2017.0,0.667
514,TX_BRAZOS,38738,0.5764,23121,0.344,21720.0,2017.0,0.195,2017.0,0.679
515,TX_BREWSTER,2077,0.4885,1873,0.4405,27796.0,2017.0,0.215,2017.0,0.7140000000000001
516,TX_BRISCOE,625,0.8492000000000001,91,0.1236,20697.0,2017.0,0.354,2017.0,0.478
517,TX_BROOKS,613,0.2361,1937,0.7461,14345.0,2017.0,0.231,2017.0,0.359
518,TX_BROWN,12017,0.8568000000000001,1621,0.1156,21236.0,2017.0,0.21,2017.0,0.515
519,TX_BURLESON,5316,0.7637999999999999,1491,0.21420000000000006,21529.0,2017.0,0.236,2017.0,0.406
520,TX_BURNET,14638,0.7622,3797,0.1977,24998.0,2017.0,0.239,2017.0,0.501
521,TX_CALDWELL,6691,0.5533,4795,0.3965,19673.0,2017.0,0.24,2017.0,0.45299999999999996
522,TX_CALHOUN,4638,0.6659,2118,0.3041,23381.0,2017.0,0.204,2017.0,0.522
523,TX_CALLAHAN,4865,0.872,569,0.102,22855.0,2017.0,0.205,2017.0,0.568
524,TX_CAMERON,29472,0.3201,59402,0.6451,14710.0,2017.0,0.328,2017.0,0.467
525,TX_CAMP,3201,0.7048000000000001,1260,0.2774,19176.0,2017.0,0.255,2017.0,0.426
526,TX_CARSON,2620,0.8839,249,0.084,26827.0,2017.0,0.177,2017.0,0.674
527,TX_CASS,9726,0.7879,2391,0.1937,20104.0,2017.0,0.189,2017.0,0.457
528,TX_CASTRO,1414,0.7081000000000001,526,0.2634,19708.0,2017.0,0.329,2017.0,0.35200000000000004
529,TX_CHAMBERS,13339,0.7947,2948,0.17559999999999998,30140.0,2017.0,0.174,2017.0,0.57
530,TX_CHEROKEE,12919,0.7694,3469,0.2066,18801.0,2017.0,0.249,2017.0,0.447
531,TX_CHILDRESS,1802,0.8647,253,0.1214,20248.0,2017.0,0.167,2017.0,0.527
532,TX_CLAY,4377,0.8723000000000001,536,0.1068,25867.0,2017.0,0.199,2017.0,0.568
533,TX_COCHRAN,679,0.7536,190,0.2109,17371.0,2017.0,0.29,2017.0,0.337
534,TX_COKE,1265,0.889,140,0.0984,26407.0,2017.0,0.22,2017.0,0.6409999999999999
535,TX_COLEMAN,3177,0.8721,388,0.1065,18967.0,2017.0,0.245,2017.0,0.495
536,TX_COLLIN,201014,0.5562,140624,0.3891,37839.0,2017.0,0.127,2017.0,0.8009999999999999
537,TX_COLLINGSWORTH,983,0.8503000000000001,145,0.12539999999999998,22847.0,2017.0,0.323,2017.0,0.442
539,TX_COMAL,45136,0.7259,14238,0.229,32980.0,2017.0,0.164,2017.0,0.674
540,TX_COMANCHE,4333,0.8273999999999999,789,0.1507,19268.0,2017.0,0.298,2017.0,0.504
541,TX_CONCHO,885,0.8287,148,0.1386,19976.0,2017.0,0.193,2017.0,0.253
542,TX_COOKE,13181,0.8261,2352,0.1474,25186.0,2017.0,0.221,2017.0,0.537
543,TX_CORYELL,12225,0.6698000000000001,5064,0.2774,19357.0,2017.0,0.149,2017.0,0.603
544,TX_COTTLE,506,0.8268000000000001,92,0.1503,21089.0,2017.0,0.282,2017.0,0.5870000000000001
545,TX_CRANE,1049,0.7579,299,0.21600000000000005,22291.0,2017.0,0.216,2017.0,0.419
546,TX_CROCKETT,980,0.7025,372,0.2667,23872.0,2017.0,0.228,2017.0,0.501
547,TX_CROSBY,1181,0.6834,468,0.2708,18959.0,2017.0,0.26,2017.0,0.441
548,TX_CULBERSON,280,0.3651,454,0.5919,16227.0,2017.0,0.289,2017.0,0.31
549,TX_DALLAM,1261,0.8167,222,0.1438,19752.0,2017.0,0.303,2017.0,0.414
550,TX_DALLAS,262945,0.3464,461080,0.6075,26816.0,2017.0,0.25,2017.0,0.551
551,TX_DAWSON,2636,0.7398,835,0.23440000000000005,17677.0,2017.0,0.251,2017.0,0.38299999999999995
553,TX_DELTA,1836,0.8049,400,0.1754,20150.0,2017.0,0.216,2017.0,0.581
554,TX_DENTON,170603,0.5713,110890,0.3713,33855.0,2017.0,0.145,2017.0,0.753
555,TX_DEWITT,5519,0.8064,1163,0.1699,23720.0,2017.0,0.176,2017.0,0.475
556,TX_DICKENS,755,0.8306,128,0.1408,20578.0,2017.0,0.254,2017.0,0.578
557,TX_DIMMIT,974,0.302,2173,0.6738,17516.0,2017.0,0.202,2017.0,0.529
558,TX_DONLEY,1225,0.8362,191,0.1304,21904.0,2017.0,0.255,2017.0,0.513
559,TX_DUVAL,1316,0.3157,2783,0.6677,20181.0,2017.0,0.22,2017.0,0.436
560,TX_EASTLAND,6011,0.8633,776,0.1114,21125.0,2017.0,0.229,2017.0,0.386
561,TX_ECTOR,25020,0.6849,10249,0.2806,24247.0,2017.0,0.226,2017.0,0.484
562,TX_EDWARDS,746,0.6951999999999999,303,0.2824,22015.0,2017.0,0.321,2017.0,0.557
563,TX_ELLIS,44941,0.7058,16253,0.2553,25662.0,2017.0,0.2,2017.0,0.581
565,TX_ERATH,11210,0.8069,2160,0.1555,21670.0,2017.0,0.266,2017.0,0.601
566,TX_FALLS,3441,0.6557,1684,0.3209,16486.0,2017.0,0.245,2017.0,0.39299999999999996
567,TX_FANNIN,9548,0.7928000000000001,2132,0.177,20337.0,2017.0,0.213,2017.0,0.49200000000000005
568,TX_FAYETTE,8743,0.7824,2144,0.1919,27032.0,2017.0,0.219,2017.0,0.44799999999999995
569,TX_FISHER,1265,0.7315999999999999,403,0.2331,22709.0,2017.0,0.212,2017.0,0.599
570,TX_FLOYD,1474,0.7524,435,0.2221,21655.0,2017.0,0.252,2017.0,0.499
571,TX_FOARD,383,0.7465999999999999,113,0.2203,20202.0,2017.0,0.249,2017.0,0.662
573,TX_FRANKLIN,3585,0.8184999999999999,665,0.1518,28189.0,2017.0,0.214,2017.0,0.486
574,TX_FREESTONE,6026,0.7842,1471,0.1914,22876.0,2017.0,0.225,2017.0,0.501
575,TX_FRIO,1856,0.4218,2444,0.5555,15863.0,2017.0,0.221,2017.0,0.336
576,TX_GAINES,3907,0.8456999999999999,597,0.1292,21572.0,2017.0,0.313,2017.0,0.353
577,TX_GALVESTON,73757,0.6001,43658,0.3552,30926.0,2017.0,0.181,2017.0,0.6579999999999999
578,TX_GARZA,1225,0.8255,230,0.155,16175.0,2017.0,0.229,2017.0,0.266
579,TX_GILLESPIE,10446,0.7905,2288,0.17309999999999998,30117.0,2017.0,0.247,2017.0,0.583
580,TX_GLASSCOCK,553,0.9156,34,0.0563,31135.0,2017.0,0.191,2017.0,0.491
581,TX_GOLIAD,2620,0.7066,973,0.2624,30031.0,2017.0,0.162,2017.0,0.574
582,TX_GONZALES,4587,0.7242000000000001,1571,0.248,20288.0,2017.0,0.272,2017.0,0.366
583,TX_GRAY,6500,0.8778,701,0.0947,21738.0,2017.0,0.221,2017.0,0.46399999999999997
584,TX_GRAYSON,35325,0.745,10301,0.2172,24003.0,2017.0,0.218,2017.0,0.581
585,TX_GREGG,28764,0.6890000000000001,11677,0.2797,24064.0,2017.0,0.215,2017.0,0.5489999999999999
586,TX_GRIMES,7065,0.7411,2194,0.23010000000000005,20307.0,2017.0,0.247,2017.0,0.38799999999999996
587,TX_GUADALUPE,36632,0.6335000000000001,18391,0.3181,26184.0,2017.0,0.169,2017.0,0.626
588,TX_HALE,6366,0.7187,2101,0.2372,18004.0,2017.0,0.234,2017.0,0.45899999999999996
589,TX_HALL,893,0.8184999999999999,164,0.1503,19004.0,2017.0,0.309,2017.0,0.46399999999999997
590,TX_HAMILTON,3060,0.8453,479,0.1323,23067.0,2017.0,0.25,2017.0,0.515
591,TX_HANSFORD,1730,0.8885,171,0.08779999999999999,23969.0,2017.0,0.265,2017.0,0.467
592,TX_HARDEMAN,1207,0.7978000000000001,249,0.1646,19829.0,2017.0,0.258,2017.0,0.433
593,TX_HARDIN,19606,0.8606999999999999,2780,0.122,25559.0,2017.0,0.173,2017.0,0.5589999999999999
594,TX_HARRIS,545955,0.4161,707914,0.5395,27899.0,2017.0,0.239,2017.0,0.578
595,TX_HARRISON,18749,0.7062,7151,0.26940000000000003,23236.0,2017.0,0.202,2017.0,0.5489999999999999
596,TX_HARTLEY,1730,0.8863,173,0.0886,24566.0,2017.0,0.23,2017.0,0.39899999999999997
597,TX_HASKELL,1403,0.7927,314,0.17739999999999995,22223.0,2017.0,0.23,2017.0,0.41100000000000003
598,TX_HAYS,33826,0.4687,33224,0.4604,26873.0,2017.0,0.196,2017.0,0.6859999999999999
599,TX_HEMPHILL,1462,0.8625,181,0.1068,29544.0,2017.0,0.222,2017.0,0.5489999999999999
600,TX_HENDERSON,23650,0.7872,5669,0.1887,21995.0,2017.0,0.257,2017.0,0.465
601,TX_HIDALGO,48642,0.2805,118809,0.685,14222.0,2017.0,0.338,2017.0,0.45899999999999996
602,TX_HILL,10108,0.7793000000000001,2547,0.1964,21182.0,2017.0,0.24,2017.0,0.483
603,TX_HOCKLEY,5809,0.7946,1260,0.1723,21984.0,2017.0,0.21,2017.0,0.563
604,TX_HOOD,21382,0.8142,4008,0.1526,30046.0,2017.0,0.208,2017.0,0.59
605,TX_HOPKINS,10707,0.7909,2510,0.1854,21606.0,2017.0,0.252,2017.0,0.499
606,TX_HOUSTON,6205,0.7428,1978,0.2368,19090.0,2017.0,0.231,2017.0,0.447
607,TX_HOWARD,6637,0.7609,1770,0.2029,19965.0,2017.0,0.2,2017.0,0.474
608,TX_HUDSPETH,503,0.5775,324,0.3720000000000001,14142.0,2017.0,0.324,2017.0,0.17800000000000002
609,TX_HUNT,23910,0.7576999999999999,6396,0.2027,22341.0,2017.0,0.221,2017.0,0.526
610,TX_HUTCHINSON,7042,0.8634999999999999,854,0.1047,23383.0,2017.0,0.215,2017.0,0.586
611,TX_IRION,660,0.8615999999999999,90,0.1175,28055.0,2017.0,0.151,2017.0,0.679
612,TX_JACK,2973,0.8875,314,0.0937,24325.0,2017.0,0.236,2017.0,0.41
613,TX_JACKSON,4266,0.8046,904,0.1705,23418.0,2017.0,0.197,2017.0,0.528
614,TX_JASPER,10609,0.7906,2590,0.193,20254.0,2017.0,0.178,2017.0,0.431
616,TX_JEFFERSON,42862,0.4892,42443,0.4844,23236.0,2017.0,0.231,2017.0,0.515
619,TX_JOHNSON,44382,0.7704000000000001,10988,0.1907,24816.0,2017.0,0.206,2017.0,0.54
620,TX_JONES,4819,0.8086,936,0.157,14827.0,2017.0,0.212,2017.0,0.293
621,TX_KARNES,2965,0.7062999999999999,1145,0.2727,19899.0,2017.0,0.174,2017.0,0.361
622,TX_KAUFMAN,29587,0.7170000000000001,10278,0.2491,24954.0,2017.0,0.206,2017.0,0.5710000000000001
623,TX_KENDALL,15700,0.7803,3643,0.1811,35827.0,2017.0,0.17,2017.0,0.728
624,TX_KENEDY,84,0.4516,99,0.5323,15157.0,2017.0,0.257,2017.0,0.493
625,TX_KENT,360,0.8295,59,0.1359,24839.0,2017.0,0.211,2017.0,0.772
626,TX_KERR,17727,0.7609,4681,0.2009,26334.0,2017.0,0.23,2017.0,0.594
627,TX_KIMBLE,1697,0.8694,206,0.1055,27502.0,2017.0,0.28,2017.0,0.617
628,TX_KING,149,0.9371,5,0.031400000000000004,29836.0,2017.0,0.223,2017.0,0.429
629,TX_KINNEY,936,0.6545000000000001,458,0.32030000000000003,16700.0,2017.0,0.25,2017.0,0.38
630,TX_KLEBERG,4367,0.4591,4716,0.4958,18918.0,2017.0,0.237,2017.0,0.605
631,TX_KNOX,1078,0.7886,247,0.1807,19396.0,2017.0,0.28,2017.0,0.512
632,TX_LAMAR,14561,0.7824,3583,0.1925,21468.0,2017.0,0.226,2017.0,0.552
633,TX_LAMB,3111,0.7787000000000001,771,0.193,18744.0,2017.0,0.26,2017.0,0.501
634,TX_LAMPASAS,6385,0.7781999999999999,1483,0.1807,23423.0,2017.0,0.237,2017.0,0.614
636,TX_LAVACA,7347,0.8482999999999999,1170,0.1351,24299.0,2017.0,0.214,2017.0,0.515
637,TX_LEE,4997,0.7646999999999999,1372,0.2099,25123.0,2017.0,0.208,2017.0,0.5
638,TX_LEON,6391,0.8591,909,0.1222,24170.0,2017.0,0.25,2017.0,0.49200000000000005
639,TX_LIBERTY,18892,0.7785,4862,0.2004,19740.0,2017.0,0.235,2017.0,0.397
640,TX_LIMESTONE,5796,0.7489,1778,0.2297,19352.0,2017.0,0.235,2017.0,0.44799999999999995
641,TX_LIPSCOMB,1159,0.8701000000000001,135,0.1014,29017.0,2017.0,0.265,2017.0,0.48100000000000004
643,TX_LLANO,8299,0.7944,1825,0.1747,33634.0,2017.0,0.223,2017.0,0.519
644,TX_LOVING,58,0.8923000000000001,4,0.06150000000000001,34068.0,2017.0,0.16,2017.0,0.053
645,TX_LUBBOCK,65651,0.6631,28023,0.28300000000000003,23773.0,2017.0,0.187,2017.0,0.638
646,TX_LYNN,1546,0.7695000000000001,403,0.2006,21639.0,2017.0,0.234,2017.0,0.528
647,TX_MADISON,3351,0.7813,881,0.2054,15131.0,2017.0,0.24,2017.0,0.35100000000000003
