,STATE_COUNTY,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME,YEAR_x,UNINSURED_RATE,YEAR_y,SOME_COLLEGE
648,TX_MARION,2983,0.7039,1165,0.2749,20337.0,2017.0,0.212,2017.0,0.557
649,TX_MARTIN,1455,0.8258,266,0.151,20859.0,2017.0,0.211,2017.0,0.42100000000000004
650,TX_MASON,1656,0.8051,354,0.1721,27504.0,2017.0,0.34,2017.0,0.605
651,TX_MATAGORDA,8366,0.6859999999999999,3500,0.287,23389.0,2017.0,0.22,2017.0,0.44299999999999995
652,TX_MAVERICK,2816,0.2072,10397,0.7652,13668.0,2017.0,0.307,2017.0,0.48700000000000004
653,TX_MCCULLOCH,2552,0.8223999999999999,482,0.1553,20677.0,2017.0,0.227,2017.0,0.434
654,TX_MCLENNAN,48260,0.6103000000000001,27063,0.3422,21660.0,2017.0,0.21,2017.0,0.5920000000000001
655,TX_MCMULLEN,454,0.9098,40,0.0802,27375.0,2017.0,0.155,2017.0,0.478
656,TX_MEDINA,12085,0.7006999999999999,4634,0.2687,22413.0,2017.0,0.201,2017.0,0.53
657,TX_MENARD,682,0.7894,154,0.1782,18253.0,2017.0,0.315,2017.0,0.5479999999999999
658,TX_MIDLAND,36973,0.7513,10025,0.2037,33672.0,2017.0,0.191,2017.0,0.613
659,TX_MILAM,6364,0.7345,2051,0.2367,21248.0,2017.0,0.218,2017.0,0.504
660,TX_MILLS,1951,0.8690000000000001,243,0.1082,22651.0,2017.0,0.293,2017.0,0.625
661,TX_MITCHELL,1780,0.8106,354,0.1612,15936.0,2017.0,0.225,2017.0,0.42100000000000004
662,TX_MONTAGUE,7526,0.8747,885,0.1029,24699.0,2017.0,0.231,2017.0,0.526
663,TX_MONTGOMERY,150314,0.7345999999999999,45835,0.224,32911.0,2017.0,0.17,2017.0,0.632
664,TX_MOORE,3977,0.7526,1098,0.2078,19770.0,2017.0,0.258,2017.0,0.408
665,TX_MORRIS,3446,0.6929000000000001,1425,0.2865,20045.0,2017.0,0.208,2017.0,0.516
666,TX_MOTLEY,566,0.9203,40,0.065,18828.0,2017.0,0.286,2017.0,0.705
667,TX_NACOGDOCHES,14771,0.6529,6846,0.30260000000000004,20362.0,2017.0,0.25,2017.0,0.575
668,TX_NAVARRO,11994,0.7299,4002,0.2435,20327.0,2017.0,0.238,2017.0,0.48700000000000004
669,TX_NEWTON,4288,0.7748,1156,0.2089,20431.0,2017.0,0.187,2017.0,0.431
670,TX_NOLAN,3552,0.7313,1029,0.2119,19002.0,2017.0,0.207,2017.0,0.466
671,TX_NUECES,50766,0.4862,49198,0.4712,23671.0,2017.0,0.207,2017.0,0.5760000000000001
672,TX_OCHILTREE,2628,0.8754000000000001,274,0.0913,23382.0,2017.0,0.265,2017.0,0.47
673,TX_OLDHAM,850,0.8966,78,0.0823,22519.0,2017.0,0.158,2017.0,0.784
674,TX_ORANGE,25513,0.7973,5735,0.17920000000000005,24736.0,2017.0,0.16,2017.0,0.5429999999999999
676,TX_PANOLA,8445,0.8108,1835,0.17620000000000002,26525.0,2017.0,0.197,2017.0,0.539
677,TX_PARKER,46473,0.8179000000000001,8344,0.1469,30692.0,2017.0,0.165,2017.0,0.6459999999999999
678,TX_PARMER,1915,0.7766,485,0.1967,19304.0,2017.0,0.307,2017.0,0.374
679,TX_PECOS,2468,0.5897,1554,0.3713,20245.0,2017.0,0.224,2017.0,0.358
680,TX_POLK,15176,0.7645000000000001,4187,0.2109,19498.0,2017.0,0.238,2017.0,0.424
681,TX_POTTER,19630,0.6851,7657,0.2673,19861.0,2017.0,0.25,2017.0,0.501
682,TX_PRESIDIO,652,0.2953,1458,0.6603,16175.0,2017.0,0.325,2017.0,0.5479999999999999
683,TX_RAINS,3968,0.8441,628,0.1336,21946.0,2017.0,0.245,2017.0,0.508
684,TX_RANDALL,43462,0.8003,8367,0.1541,29124.0,2017.0,0.157,2017.0,0.741
685,TX_REAGAN,709,0.7843000000000001,167,0.1847,26633.0,2017.0,0.241,2017.0,0.327
686,TX_REAL,1382,0.8220999999999999,262,0.1559,17931.0,2017.0,0.296,2017.0,0.6659999999999999
688,TX_REEVES,1417,0.445,1659,0.521,15467.0,2017.0,0.242,2017.0,0.4
689,TX_REFUGIO,1830,0.6208,1034,0.3507,23174.0,2017.0,0.194,2017.0,0.455
690,TX_ROBERTS,524,0.9458,20,0.0361,36172.0,2017.0,0.114,2017.0,0.653
691,TX_ROBERTSON,4668,0.6635,2203,0.3131,21709.0,2017.0,0.246,2017.0,0.418
692,TX_ROCKWALL,28451,0.7121999999999999,9655,0.24170000000000005,34617.0,2017.0,0.139,2017.0,0.735
693,TX_RUNNELS,3250,0.8593000000000001,453,0.1198,20235.0,2017.0,0.24,2017.0,0.396
694,TX_RUSK,14675,0.7726000000000001,3935,0.2072,21640.0,2017.0,0.219,2017.0,0.45799999999999996
695,TX_SABINE,3998,0.8595999999999999,614,0.132,18762.0,2017.0,0.228,2017.0,0.366
700,TX_SCHLEICHER,821,0.7753,208,0.1964,24787.0,2017.0,0.238,2017.0,0.516
701,TX_SCURRY,4410,0.8338,733,0.1386,22860.0,2017.0,0.21,2017.0,0.518
702,TX_SHACKELFORD,1378,0.9162,103,0.06849999999999999,25436.0,2017.0,0.207,2017.0,0.45299999999999996
703,TX_SHELBY,7179,0.7901,1758,0.1935,21126.0,2017.0,0.275,2017.0,0.418
704,TX_SHERMAN,807,0.8631,96,0.1027,21936.0,2017.0,0.281,2017.0,0.423
705,TX_SMITH,58930,0.6951999999999999,22300,0.2631,25626.0,2017.0,0.215,2017.0,0.603
706,TX_SOMERVELL,3206,0.8227,541,0.1388,28134.0,2017.0,0.178,2017.0,0.534
707,TX_STARR,2224,0.1894,9289,0.7912,11584.0,2017.0,0.324,2017.0,0.313
708,TX_STEPHENS,3034,0.8765999999999999,348,0.1005,20535.0,2017.0,0.262,2017.0,0.43700000000000006
709,TX_STERLING,549,0.8673000000000001,70,0.1106,20157.0,2017.0,0.194,2017.0,0.6509999999999999
710,TX_STONEWALL,555,0.7917000000000001,135,0.1926,24063.0,2017.0,0.231,2017.0,0.395
711,TX_SUTTON,1075,0.7592,313,0.221,27721.0,2017.0,0.232,2017.0,0.512
712,TX_SWISHER,1671,0.7582,462,0.2096,17880.0,2017.0,0.241,2017.0,0.447
713,TX_TARRANT,345921,0.5174,288392,0.4314,28266.0,2017.0,0.198,2017.0,0.623
714,TX_TAYLOR,33250,0.7265999999999999,10085,0.2204,23141.0,2017.0,0.189,2017.0,0.621
715,TX_TERRELL,288,0.6575,140,0.3196,31578.0,2017.0,0.267,2017.0,0.442
716,TX_TERRY,2459,0.7329000000000001,753,0.2244,21201.0,2017.0,0.254,2017.0,0.457
717,TX_THROCKMORTON,715,0.8848999999999999,84,0.104,24086.0,2017.0,0.266,2017.0,0.64
718,TX_TITUS,6511,0.6912999999999999,2597,0.2757,19356.0,2017.0,0.263,2017.0,0.41700000000000004
720,TX_TRAVIS,127209,0.27140000000000003,308260,0.6577,33206.0,2017.0,0.185,2017.0,0.721
721,TX_TRINITY,4737,0.7915000000000001,1154,0.1928,18730.0,2017.0,0.237,2017.0,0.45399999999999996
722,TX_TYLER,6624,0.8262999999999999,1248,0.1557,19612.0,2017.0,0.2,2017.0,0.40700000000000003
723,TX_UPSHUR,13209,0.8249,2380,0.14859999999999998,22483.0,2017.0,0.203,2017.0,0.568
724,TX_UPTON,1007,0.7476,286,0.2123,22953.0,2017.0,0.228,2017.0,0.425
725,TX_UVALDE,4835,0.5394,3867,0.4314,17479.0,2017.0,0.278,2017.0,0.541
728,TX_VICTORIA,21275,0.6836,8866,0.2849,24700.0,2017.0,0.188,2017.0,0.535
729,TX_WALKER,12884,0.6507999999999999,6091,0.3077,16330.0,2017.0,0.212,2017.0,0.44299999999999995
730,TX_WALLER,10531,0.6274000000000001,5748,0.3425,22412.0,2017.0,0.252,2017.0,0.452
731,TX_WARD,2547,0.7393000000000001,783,0.2273,22278.0,2017.0,0.208,2017.0,0.418
733,TX_WEBB,12947,0.2275,42307,0.7434999999999999,14553.0,2017.0,0.312,2017.0,0.467
734,TX_WHARTON,10149,0.6889,4238,0.2877,20310.0,2017.0,0.244,2017.0,0.47100000000000003
735,TX_WHEELER,2087,0.905,194,0.08410000000000001,30097.0,2017.0,0.251,2017.0,0.499
736,TX_WICHITA,27631,0.7249,8770,0.23010000000000005,22837.0,2017.0,0.172,2017.0,0.56
737,TX_WILBARGER,3166,0.7713,809,0.1971,20373.0,2017.0,0.225,2017.0,0.53
738,TX_WILLACY,1547,0.3036,3422,0.6716,11313.0,2017.0,0.255,2017.0,0.305
739,TX_WILLIAMSON,104175,0.513,84468,0.4159000000000001,31070.0,2017.0,0.133,2017.0,0.741
740,TX_WILSON,13998,0.7204,4790,0.2465,27238.0,2017.0,0.181,2017.0,0.591
741,TX_WINKLER,1403,0.7479,420,0.2239,23629.0,2017.0,0.214,2017.0,0.44799999999999995
742,TX_WISE,20670,0.8343,3412,0.1377,25663.0,2017.0,0.205,2017.0,0.466
743,TX_WOOD,15700,0.8384,2630,0.1404,23129.0,2017.0,0.224,2017.0,0.484
744,TX_YOAKUM,1797,0.7803,426,0.185,21389.0,2017.0,0.236,2017.0,0.521
745,TX_YOUNG,6601,0.8565,876,0.1137,26979.0,2017.0,0.24,2017.0,0.46299999999999997
746,TX_ZAPATA,1029,0.3275,2063,0.6566,16671.0,2017.0,0.293,2017.0,0.332
747,TX_ZAVALA,694,0.20440000000000005,2636,0.7762,12828.0,2017.0,0.24,2017.0,0.461
749,CO_ADAMS,80082,0.4135,96558,0.4986,24195.0,2017.0,0.153,2017.0,0.565
750,CO_ALAMOSA,3046,0.439,3189,0.4596,19487.0,2017.0,0.158,2017.0,0.588
751,CO_ARAPAHOE,117053,0.3863,159885,0.5276,32595.0,2017.0,0.122,2017.0,0.725
752,CO_ARCHULETA,4264,0.581,2500,0.3406,29793.0,2017.0,0.166,2017.0,0.589
753,CO_BACA,1753,0.8142,283,0.13140000000000002,22318.0,2017.0,0.173,2017.0,0.7
754,CO_BENT,1188,0.6164999999999999,590,0.3062,15081.0,2017.0,0.126,2017.0,0.21899999999999997
755,CO_BOULDER,41396,0.22,132334,0.7034,38011.0,2017.0,0.099,2017.0,0.826
756,CO_BROOMFIELD,14367,0.3812,19731,0.5235,37442.0,2017.0,0.068,2017.0,0.86
757,CO_CHAFFEE,5391,0.4792,4888,0.4345000000000001,27182.0,2017.0,0.124,2017.0,0.594
758,CO_CHEYENNE,925,0.8393999999999999,132,0.1198,23647.0,2017.0,0.18,2017.0,0.621
760,CO_CONEJOS,1914,0.4759000000000001,1771,0.4403,17316.0,2017.0,0.145,2017.0,0.613
761,CO_COSTILLA,588,0.3182,1125,0.6088,20742.0,2017.0,0.207,2017.0,0.33
762,CO_CROWLEY,1079,0.7066,339,0.222,17187.0,2017.0,0.127,2017.0,0.349
763,CO_CUSTER,2061,0.6722,797,0.2599,25761.0,2017.0,0.156,2017.0,0.5379999999999999
764,CO_DELTA,11655,0.6942,4087,0.2434,24771.0,2017.0,0.161,2017.0,0.431
765,CO_DENVER,62690,0.1889,244551,0.7369,33251.0,2017.0,0.14,2017.0,0.731
766,CO_DOLORES,944,0.7522,242,0.1928,22880.0,2017.0,0.159,2017.0,0.573
767,CO_DOUGLAS,102573,0.5471,68657,0.3662,43634.0,2017.0,0.051,2017.0,0.872
768,CO_EAGLE,8990,0.3564,14099,0.5589999999999999,39497.0,2017.0,0.17,2017.0,0.6759999999999999
770,CO_ELBERT,11705,0.7326,3134,0.1961,36077.0,2017.0,0.092,2017.0,0.711
771,CO_FREMONT,15122,0.6881999999999999,5297,0.2411,18954.0,2017.0,0.122,2017.0,0.363
772,CO_GARFIELD,13132,0.4961,11271,0.4258,26603.0,2017.0,0.181,2017.0,0.568
773,CO_GILPIN,1566,0.4379,1634,0.4569,38022.0,2017.0,0.065,2017.0,0.753
774,CO_GRAND,4494,0.5233,3358,0.391,31684.0,2017.0,0.138,2017.0,0.608
775,CO_GUNNISON,3289,0.3494,5128,0.5448,27654.0,2017.0,0.15,2017.0,0.774
776,CO_HINSDALE,339,0.5756,197,0.3345,36365.0,2017.0,0.154,2017.0,0.8029999999999999
777,CO_HUERFANO,1883,0.4978,1633,0.4317,24058.0,2017.0,0.14,2017.0,0.614
778,CO_JACKSON,629,0.7304999999999999,171,0.1986,25936.0,2017.0,0.175,2017.0,0.551
779,CO_JEFFERSON,138177,0.4201,160776,0.4889,36087.0,2017.0,0.092,2017.0,0.759
780,CO_KIOWA,728,0.8515,91,0.1064,22482.0,2017.0,0.124,2017.0,0.6859999999999999
783,CO_LAKE,1270,0.397,1616,0.5052,25029.0,2017.0,0.172,2017.0,0.5479999999999999
784,CO_LARIMER,83430,0.4257,93113,0.4751,30740.0,2017.0,0.103,2017.0,0.807
786,CO_LINCOLN,1892,0.7767000000000001,409,0.1679,19703.0,2017.0,0.119,2017.0,0.295
787,CO_LOGAN,7282,0.7490000000000001,1851,0.1904,22581.0,2017.0,0.132,2017.0,0.546
788,CO_MESA,49779,0.6409999999999999,21729,0.2798,26700.0,2017.0,0.13,2017.0,0.608
789,CO_MINERAL,344,0.5276,237,0.3635,42255.0,2017.0,0.12,2017.0,0.7809999999999999
790,CO_MOFFAT,5305,0.813,874,0.13390000000000002,24577.0,2017.0,0.124,2017.0,0.494
791,CO_MONTEZUMA,7853,0.6107,3973,0.309,23548.0,2017.0,0.175,2017.0,0.615
792,CO_MONTROSE,14382,0.6788,5466,0.258,22897.0,2017.0,0.158,2017.0,0.5329999999999999
793,CO_MORGAN,8145,0.6809999999999999,3151,0.2635,20680.0,2017.0,0.158,2017.0,0.504
794,CO_OTERO,4928,0.5831000000000001,2943,0.3482,19078.0,2017.0,0.14,2017.0,0.588
795,CO_OURAY,1351,0.4082,1697,0.5127,33015.0,2017.0,0.123,2017.0,0.773
796,CO_PARK,6135,0.5889,3421,0.3284,31504.0,2017.0,0.118,2017.0,0.73
797,CO_PHILLIPS,1791,0.768,436,0.187,20720.0,2017.0,0.161,2017.0,0.547
798,CO_PITKIN,2550,0.2423,7333,0.6969,51814.0,2017.0,0.137,2017.0,0.7859999999999999
799,CO_PROWERS,3531,0.7039,1186,0.2364,18941.0,2017.0,0.174,2017.0,0.57
800,CO_PUEBLO,36265,0.4611,35875,0.4562,21940.0,2017.0,0.115,2017.0,0.627
803,CO_ROUTT,5230,0.3739,7600,0.5434,34873.0,2017.0,0.116,2017.0,0.768
804,CO_SAGUACHE,1147,0.4046,1417,0.4998,20726.0,2017.0,0.224,2017.0,0.488
807,CO_SEDGWICK,1015,0.7441,267,0.1957,21536.0,2017.0,0.144,2017.0,0.647
808,CO_SUMMIT,5100,0.3153,9557,0.5909,34025.0,2017.0,0.13,2017.0,0.76
809,CO_TELLER,9745,0.6747,3603,0.2494,31075.0,2017.0,0.102,2017.0,0.6579999999999999
811,CO_WELD,76651,0.5660000000000001,46519,0.34450000000000003,25468.0,2017.0,0.121,2017.0,0.619
812,CO_YUMA,3850,0.8036,726,0.1515,22498.0,2017.0,0.167,2017.0,0.685
814,IL_ADAMS,22790,0.7148,7676,0.2408,24217.0,2017.0,0.081,2017.0,0.657
815,IL_ALEXANDER,1496,0.5305,1262,0.4475,13619.0,2017.0,0.105,2017.0,0.42
816,IL_BOND,4888,0.6543000000000001,2068,0.2768,23195.0,2017.0,0.092,2017.0,0.5720000000000001
817,IL_BOONE,12282,0.5418999999999999,8986,0.3965,25888.0,2017.0,0.107,2017.0,0.56
818,IL_BROWN,1796,0.7613,476,0.2018,20555.0,2017.0,0.07,2017.0,0.467
819,IL_BUREAU,9281,0.5675,6029,0.3686,26705.0,2017.0,0.096,2017.0,0.5670000000000001
820,IL_CALHOUN,1721,0.6728000000000001,739,0.2889,26924.0,2017.0,0.086,2017.0,0.691
821,IL_CARROLL,4434,0.6013000000000001,2447,0.3318,27118.0,2017.0,0.098,2017.0,0.528
822,IL_CASS,3216,0.6356,1621,0.3204,22257.0,2017.0,0.12,2017.0,0.447
823,IL_CHAMPAIGN,33368,0.3712,50137,0.5577000000000001,25713.0,2017.0,0.094,2017.0,0.789
824,IL_CHRISTIAN,10543,0.687,3992,0.2601,23915.0,2017.0,0.086,2017.0,0.517
825,IL_CLARK,5622,0.7184999999999999,1877,0.2399,24296.0,2017.0,0.085,2017.0,0.6459999999999999
826,IL_CLAY,5021,0.7972,1020,0.162,22279.0,2017.0,0.088,2017.0,0.52
827,IL_CLINTON,12412,0.7177,3945,0.2281,27802.0,2017.0,0.076,2017.0,0.665
828,IL_COLES,13003,0.6013000000000001,7309,0.338,21970.0,2017.0,0.089,2017.0,0.648
829,IL_COOK,453287,0.2102,1611946,0.7475,30183.0,2017.0,0.141,2017.0,0.682
830,IL_CRAWFORD,6277,0.7247,1992,0.23,25214.0,2017.0,0.087,2017.0,0.62
831,IL_CUMBERLAND,4206,0.7617,1031,0.1867,22952.0,2017.0,0.082,2017.0,0.603
832,IL_DEKALB,19091,0.4461,20466,0.4782,23696.0,2017.0,0.092,2017.0,0.75
834,IL_DOUGLAS,5698,0.7031999999999999,1949,0.2405,23732.0,2017.0,0.124,2017.0,0.523
835,IL_DUPAGE,166415,0.3945,228622,0.542,38570.0,2017.0,0.086,2017.0,0.772
836,IL_EDGAR,5645,0.7221,1793,0.2294,23368.0,2017.0,0.09,2017.0,0.611
837,IL_EDWARDS,2778,0.838,434,0.1309,20898.0,2017.0,0.09,2017.0,0.642
838,IL_EFFINGHAM,13635,0.7807999999999999,3083,0.1765,27051.0,2017.0,0.076,2017.0,0.664
839,IL_FAYETTE,7372,0.7731,1819,0.1908,21523.0,2017.0,0.105,2017.0,0.48700000000000004
840,IL_FORD,4480,0.7106999999999999,1414,0.2243,25448.0,2017.0,0.089,2017.0,0.655
841,IL_FRANKLIN,13116,0.7064,4727,0.2546,20394.0,2017.0,0.101,2017.0,0.616
842,IL_FULTON,8492,0.5428000000000001,6133,0.392,22318.0,2017.0,0.098,2017.0,0.59
843,IL_GALLATIN,1942,0.7206,657,0.2438,23862.0,2017.0,0.102,2017.0,0.602
844,IL_GREENE,4145,0.7464,1205,0.217,22307.0,2017.0,0.092,2017.0,0.502
845,IL_GRUNDY,13454,0.5854,8065,0.35090000000000005,28725.0,2017.0,0.076,2017.0,0.627
846,IL_HAMILTON,3206,0.7733,802,0.1934,21960.0,2017.0,0.094,2017.0,0.708
847,IL_HANCOCK,6430,0.716,2139,0.2382,23714.0,2017.0,0.088,2017.0,0.631
848,IL_HARDIN,1653,0.7735,420,0.1965,22366.0,2017.0,0.099,2017.0,0.636
849,IL_HENDERSON,2155,0.618,1155,0.3312,25902.0,2017.0,0.098,2017.0,0.624
850,IL_HENRY,13985,0.5755,8871,0.3651,27117.0,2017.0,0.077,2017.0,0.624
851,IL_IROQUOIS,9750,0.7524,2504,0.1932,25098.0,2017.0,0.101,2017.0,0.5770000000000001
852,IL_JACKSON,10843,0.4479,11634,0.4806,20527.0,2017.0,0.114,2017.0,0.752
853,IL_JASPER,3975,0.7785,924,0.181,24174.0,2017.0,0.088,2017.0,0.665
854,IL_JEFFERSON,11695,0.6940000000000001,4425,0.2626,22620.0,2017.0,0.081,2017.0,0.586
855,IL_JERSEY,7748,0.7088,2679,0.2451,25467.0,2017.0,0.082,2017.0,0.6990000000000001
857,IL_JOHNSON,4649,0.7709,1142,0.1894,18763.0,2017.0,0.086,2017.0,0.506
858,IL_KANE,82734,0.4166,103665,0.522,30082.0,2017.0,0.121,2017.0,0.595
859,IL_KANKAKEE,25129,0.5383,18971,0.4064,23779.0,2017.0,0.096,2017.0,0.599
860,IL_KENDALL,24961,0.4686,24884,0.4671,31276.0,2017.0,0.068,2017.0,0.765
861,IL_KNOX,10737,0.4835,10083,0.454,22093.0,2017.0,0.094,2017.0,0.569
862,IL_LAKE,109767,0.3683,171095,0.5740999999999999,38018.0,2017.0,0.099,2017.0,0.6779999999999999
863,IL_LASALLE,26689,0.5426,19543,0.3973,25709.0,2017.0,0.089,2017.0,0.5770000000000001
864,IL_LAWRENCE,4521,0.7478,1290,0.2134,14147.0,2017.0,0.089,2017.0,0.43799999999999994
865,IL_LEE,8612,0.5642,5528,0.3622,25409.0,2017.0,0.085,2017.0,0.5589999999999999
866,IL_LIVINGSTON,10208,0.6743000000000001,4023,0.2658,24952.0,2017.0,0.077,2017.0,0.526
867,IL_LOGAN,8181,0.6726000000000001,3313,0.2724,21445.0,2017.0,0.074,2017.0,0.617
868,IL_MACON,26866,0.5654,18343,0.386,26232.0,2017.0,0.082,2017.0,0.639
869,IL_MACOUPIN,14322,0.6454000000000001,6689,0.3014,24658.0,2017.0,0.082,2017.0,0.645
870,IL_MADISON,70490,0.5489999999999999,50587,0.394,27407.0,2017.0,0.078,2017.0,0.6970000000000001
871,IL_MARION,11859,0.7,4369,0.2579,21887.0,2017.0,0.094,2017.0,0.619
872,IL_MARSHALL,3785,0.6396000000000001,1789,0.3023,25975.0,2017.0,0.084,2017.0,0.611
873,IL_MASON,4058,0.6294,2014,0.3124,23199.0,2017.0,0.096,2017.0,0.542
874,IL_MASSAC,4846,0.7298,1558,0.2346,22047.0,2017.0,0.09,2017.0,0.626
875,IL_MCDONOUGH,6795,0.5255,5288,0.409,20042.0,2017.0,0.092,2017.0,0.716
876,IL_MCHENRY,71612,0.5052,60803,0.4289,32341.0,2017.0,0.087,2017.0,0.716
877,IL_MCLEAN,37237,0.4684,36196,0.4553,30460.0,2017.0,0.065,2017.0,0.762
878,IL_MENARD,4231,0.6570999999999999,1817,0.2822,28330.0,2017.0,0.074,2017.0,0.594
879,IL_MERCER,4807,0.5699000000000001,3071,0.3641,26620.0,2017.0,0.072,2017.0,0.6409999999999999
880,IL_MONROE,12629,0.6609999999999999,5535,0.2897,31758.0,2017.0,0.06,2017.0,0.765
881,IL_MONTGOMERY,8630,0.6709999999999999,3504,0.2725,19917.0,2017.0,0.08,2017.0,0.5329999999999999
882,IL_MORGAN,9076,0.6203,4696,0.321,24337.0,2017.0,0.087,2017.0,0.6
883,IL_MOULTRIE,4455,0.7165,1481,0.2382,23786.0,2017.0,0.101,2017.0,0.5660000000000001
884,IL_OGLE,14352,0.6021,8050,0.3377000000000001,26635.0,2017.0,0.092,2017.0,0.642
885,IL_PEORIA,35633,0.4538,38060,0.4847,28438.0,2017.0,0.089,2017.0,0.688
886,IL_PERRY,6855,0.7011,2462,0.2518,19716.0,2017.0,0.087,2017.0,0.551
887,IL_PIATT,5634,0.6315999999999999,2645,0.2965,31190.0,2017.0,0.069,2017.0,0.7490000000000001
888,IL_PIKE,5754,0.7707999999999999,1413,0.1893,21344.0,2017.0,0.109,2017.0,0.59
889,IL_POPE,1678,0.7867000000000001,375,0.17579999999999998,20448.0,2017.0,0.107,2017.0,0.627
890,IL_PULASKI,1675,0.6175999999999999,962,0.3547,19867.0,2017.0,0.102,2017.0,0.528
891,IL_PUTNAM,1767,0.5728,1147,0.3718,27074.0,2017.0,0.082,2017.0,0.528
892,IL_RANDOLPH,10023,0.7115,3439,0.2441,21976.0,2017.0,0.083,2017.0,0.491
893,IL_RICHLAND,5739,0.7513,1584,0.2074,23621.0,2017.0,0.083,2017.0,0.6609999999999999
895,IL_SALINE,8276,0.7334999999999999,2572,0.228,21596.0,2017.0,0.102,2017.0,0.574
896,IL_SANGAMON,49944,0.5158,40907,0.4225,29974.0,2017.0,0.077,2017.0,0.708
897,IL_SCHUYLER,2524,0.6653,1075,0.2833,23656.0,2017.0,0.101,2017.0,0.621
898,IL_SCOTT,1966,0.7587999999999999,535,0.2065,24471.0,2017.0,0.092,2017.0,0.47700000000000004
899,IL_SHELBY,8229,0.7519,2288,0.2091,23069.0,2017.0,0.087,2017.0,0.636
901,IL_STARK,1778,0.6557999999999999,751,0.277,26843.0,2017.0,0.09,2017.0,0.647
902,IL_STEPHENSON,11083,0.5531,7768,0.3876,23350.0,2017.0,0.082,2017.0,0.636
903,IL_TAZEWELL,38707,0.6087,20685,0.32530000000000003,28037.0,2017.0,0.063,2017.0,0.69
904,IL_UNION,5790,0.6781,2402,0.2813,21719.0,2017.0,0.106,2017.0,0.602
905,IL_VERMILION,19087,0.6254,10039,0.3289,21225.0,2017.0,0.088,2017.0,0.498
906,IL_WABASH,4047,0.7474,1151,0.2126,24096.0,2017.0,0.086,2017.0,0.64
907,IL_WARREN,4275,0.5543,2987,0.3873,21832.0,2017.0,0.101,2017.0,0.589
909,IL_WAYNE,6967,0.8434,1048,0.1269,22526.0,2017.0,0.093,2017.0,0.6579999999999999
910,IL_WHITE,5640,0.7736,1412,0.1937,25375.0,2017.0,0.092,2017.0,0.655
911,IL_WHITESIDE,12615,0.4993,11035,0.4368,24525.0,2017.0,0.086,2017.0,0.61
912,IL_WILL,132720,0.4418,151927,0.5058,30377.0,2017.0,0.092,2017.0,0.6859999999999999
913,IL_WILLIAMSON,21570,0.6838,8581,0.272,23605.0,2017.0,0.09,2017.0,0.698
914,IL_WINNEBAGO,55624,0.471,55713,0.4717,24495.0,2017.0,0.108,2017.0,0.581
915,IL_WOODFORD,13207,0.6786,5092,0.26170000000000004,30926.0,2017.0,0.062,2017.0,0.718
916,IN_ADAMS,9648,0.7371,2805,0.2143,20160.0,2017.0,0.167,2017.0,0.488
917,IN_ALLEN,83930,0.5704,55382,0.3764,25279.0,2017.0,0.145,2017.0,0.662
918,IN_BARTHOLOMEW,20640,0.6353,9841,0.3029,27359.0,2017.0,0.136,2017.0,0.635
919,IN_BENTON,2579,0.7034999999999999,860,0.2346,23049.0,2017.0,0.157,2017.0,0.53
920,IN_BLACKFORD,3350,0.6923,1243,0.2569,20322.0,2017.0,0.14,2017.0,0.473
921,IN_BOONE,19654,0.6108,10181,0.3164,37482.0,2017.0,0.097,2017.0,0.7609999999999999
922,IN_BROWN,5016,0.6313,2518,0.3169,25833.0,2017.0,0.168,2017.0,0.588
923,IN_CARROLL,6273,0.7258,1892,0.2189,24531.0,2017.0,0.155,2017.0,0.519
924,IN_CASS,9701,0.6827,3759,0.2646,21700.0,2017.0,0.175,2017.0,0.449
925,IN_CLARK,30035,0.5871999999999999,18808,0.3677,24312.0,2017.0,0.14,2017.0,0.629
926,IN_CLAY,8531,0.7562000000000001,2306,0.20440000000000005,21474.0,2017.0,0.142,2017.0,0.519
927,IN_CLINTON,8531,0.7147,2819,0.2362,21554.0,2017.0,0.153,2017.0,0.47100000000000003
928,IN_CRAWFORD,3015,0.6564,1323,0.28800000000000003,20504.0,2017.0,0.157,2017.0,0.374
929,IN_DAVIESS,8545,0.7936,1800,0.1672,21416.0,2017.0,0.189,2017.0,0.42100000000000004
930,IN_DEARBORN,18113,0.7551000000000001,4883,0.2036,27058.0,2017.0,0.114,2017.0,0.574
931,IN_DECATUR,8490,0.763,2121,0.1906,22046.0,2017.0,0.127,2017.0,0.569
932,IN_DEKALB,12054,0.7132,3942,0.2332,22827.0,2017.0,0.136,2017.0,0.5489999999999999
934,IN_DUBOIS,13365,0.6688,5389,0.2697,25589.0,2017.0,0.12,2017.0,0.593
935,IN_ELKHART,41867,0.6379,20740,0.316,21109.0,2017.0,0.193,2017.0,0.46399999999999997
936,IN_FAYETTE,6839,0.7176,2252,0.2363,18757.0,2017.0,0.152,2017.0,0.45299999999999996
937,IN_FLOYD,21432,0.5727,13945,0.3726,27185.0,2017.0,0.121,2017.0,0.65
938,IN_FOUNTAIN,5662,0.7556999999999999,1476,0.197,23063.0,2017.0,0.137,2017.0,0.562
939,IN_FRANKLIN,8669,0.7872,1969,0.1788,24085.0,2017.0,0.138,2017.0,0.597
940,IN_FULTON,6010,0.7177,1960,0.2341,21226.0,2017.0,0.176,2017.0,0.515
