STATE_COUNTY,PER_CAPITA_INCOME
NE_BOXBUTTE,25046
IA_MUSCATINE,25038
CO_LAKE,25029
AL_LIMESTONE,25020
WI_TREMPEALEAU,25017
TX_BURNET,24998
OH_MONTGOMERY,24997
CA_SIERRA,24996
MN_MOWER,24990
CO_WASHINGTONCOUNTY,24977
AL_MONTGOMERY,24975
WI_PORTAGE,24972
NY_SULLIVAN,24963
TX_KAUFMAN,24954
IL_LIVINGSTON,24952
KS_STEVENS,24950
MN_AITKIN,24939
KS_SALINE,24935
MD_GARRETT,24932
LA_ST.JAMES,24930
IA_ALLAMAKEE,24926
OK_WOODWARD,24922
MT_CARTER,24921
IA_JASPER,24905
KS_POTTAWATOMIE,24892
IN_KOSCIUSKO,24881
MN_HUBBARD,24880
NM_DEBACA,24879
FL_ORANGE,24877
OK_WAGONER,24874
PA_CARBON,24861
OK_DEWEY,24860
FL_ALACHUA,24857
DE_KENT,24851
WI_WASHBURN,24850
TX_KENT,24839
LA_WESTBATONROUGE,24838
NE_SHERMAN,24837
NY_BROOME,24835
MI_BENZIE,24831
NE_PIERCE,24830
NE_BUFFALO,24830
GA_EFFINGHAM,24824
TX_JOHNSON,24816
MI_KEWEENAW,24802
LA_LAFOURCHE,24798
PA_LUZERNE,24793
MO_JEFFERSON,24792
KS_OSAGE,24789
TX_SCHLEICHER,24787
KY_BALLARD,24781
NE_JEFFERSON,24777
CA_MONTEREY,24775
OH_FULTON,24771
CO_DELTA,24771
SC_AIKEN,24769
WY_ALBANY,24758
MI_INGHAM,24754
VA_STAUNTONCITY,24753
MD_BALTIMORECITY,24750
MO_ATCHISON,24748
MO_FRANKLIN,24742
TX_ORANGE,24736
TX_SANJACINTO,24733
MT_CASCADE,24727
NV_CHURCHILL,24716
KS_EDWARDS,24714
CO_SANJUAN,24711
NY_CAYUGA,24702
TX_VICTORIA,24700
TX_MONTAGUE,24699
MO_WARREN,24692
ID_KOOTENAI,24685
KS_RUSSELL,24683
KS_MORRIS,24680
NY_CLINTON,24676
WI_LINCOLN,24669
VA_NORFOLKCITY,24659
WA_ASOTIN,24659
IL_MACOUPIN,24658
IA_OSCEOLA,24653
ND_DICKEY,24644
NE_MERRICK,24639
HI_HAWAIICOUNTY,24635
WI_CHIPPEWA,24628
NE_CUSTER,24615
IN_WHITLEY,24613
NC_POLK,24611
MI_DICKINSON,24611
MT_PARK,24611
SD_DAVISON,24597
NE_MADISON,24593
IA_FLOYD,24590
NE_DODGE,24588
AK_PRINCEOFWALES-HYDERCENSUSAREA,24581
CO_MOFFAT,24577
OR_WHEELER,24575
WI_DODGE,24573
AL_AUTAUGA,24571
TX_HARTLEY,24566
NE_KIMBALL,24565
TN_ANDERSON,24561
VA_FRANKLINCOUNTY,24557
IA_MONONA,24557
NE_GAGE,24555
SD_GRANT,24554
MN_PENNINGTON,24554
MN_CLAY,24550
KS_NEMAHA,24550
MO_RAY,24549
IA_WINNEBAGO,24547
NC_HAYWOOD,24536
IN_CARROLL,24531
KY_BOYD,24530
IL_WHITESIDE,24525
KY_CLARK,24524
IA_MITCHELL,24518
IA_HAMILTON,24510
KS_HAMILTON,24510
IA_MONROE,24508
KS_CLAY,24503
NE_ROCK,24501
WI_BUFFALO,24500
FL_BAY,24498
FL_FLAGLER,24497
NE_CUMING,24496
SC_DORCHESTER,24495
IL_WINNEBAGO,24495
IA_JACKSON,24493
GA_JONES,24485
PA_SUSQUEHANNA,24477
IL_SCOTT,24471
IN_SHELBY,24459
NY_YATES,24457
MN_BENTON,24453
OH_STARK,24453
NE_WAYNE,24448
ME_ANDROSCOGGIN,24442
SC_GEORGETOWN,24437
NV_WHITEPINE,24435
VA_PRINCEGEORGE,24434
MN_CARLTON,24434
MT_FERGUS,24429
OR_POLK,24426
IA_DESMOINES,24408
AR_FAULKNER,24401
OR_JACKSON,24378
IN_VANDERBURGH,24378
MI_ANTRIM,24370
WI_PEPIN,24367
NH_COOS,24367
MI_ST.CLAIR,24357
LA_CALCASIEU,24355
TX_COLORADOCOUNTY,24348
IL_MORGAN,24337
WV_MARSHALL,24329
TX_JACK,24325
IA_SIOUX,24324
ID_BOISE,24324
OR_SHERMAN,24314
IN_CLARK,24312
MI_OTSEGO,24312
KY_BULLITT,24308
LA_CADDO,24308
TX_LAVACA,24299
IN_JASPER,24297
IL_CLARK,24296
WI_MILWAUKEE,24295
KS_ELLIS,24291
OR_YAMHILL,24290
IA_HOWARD,24286
IA_BLACKHAWK,24273
IA_LOUISA,24272
MT_BROADWATER,24270
IN_WELLS,24269
NC_CRAVEN,24260
MT_JUDITHBASIN,24260
UT_RICH,24258
IN_GIBSON,24258
ID_NEZPERCE,24257
TX_BEXAR,24253
TX_ECTOR,24247
MS_FRANKLIN,24234
OR_LANE,24224
NE_PLATTE,24219
IL_ADAMS,24217
SD_MARSHALL,24205
IA_WEBSTER,24203
KS_WABAUNSEE,24199
CO_ADAMS,24195
PA_WYOMINGCOUNTY,24195
PA_ERIE,24189
FL_LAKE,24183
PA_WARREN,24179
OK_GARFIELD,24177
KS_RUSH,24175
IL_JASPER,24174
NY_SCHUYLER,24173
TX_LEON,24170
GA_PAULDING,24168
NY_WASHINGTONCOUNTY,24168
SC_BERKELEY,24165
NY_OTSEGO,24165
VA_ALLEGHANY,24162
KY_ANDERSON,24161
OH_MERCER,24157
UT_KANE,24154
SD_CAMPBELL,24152
KY_HARDIN,24147
MI_ALLEGAN,24140
IA_CHICKASAW,24139
KY_MERCER,24138
MN_PIPESTONE,24137
MO_HOLT,24127
IN_MARION,24124
NE_HOLT,24120
KS_JACKSON,24117
IA_MARSHALL,24117
LA_TERREBONNE,24114
MN_ROCK,24101
IL_WABASH,24096
WI_ROCK,24094
TX_THROCKMORTON,24086
IN_FRANKLIN,24085
MN_ITASCA,24079
MO_CARROLL,24073
IN_HOWARD,24071
TX_GREGG,24064
TX_STONEWALL,24063
CO_HUERFANO,24058
WV_WOOD,24042
WY_FREMONT,24037
OH_SHELBY,24028
KS_KINGMAN,24026
SD_BEADLE,24025
OH_MADISON,24014
MI_BERRIEN,24013
PA_WAYNE,24005
TX_GRAYSON,24003
SC_HORRY,24002
ID_LEMHI,23998
TX_BOSQUE,23992
KY_OWEN,23991
VA_PULASKI,23987
NY_LIVINGSTON,23978
IN_STEUBEN,23975
OH_MAHONING,23975
FL_VOLUSIA,23973
OR_CURRY,23972
TX_HANSFORD,23969
ID_CUSTER,23965
OK_BECKHAM,23959
MT_TREASURE,23948
TN_ROANE,23936
IN_LAKE,23918
IL_CHRISTIAN,23915
MT_CUSTER,23910
MI_LAPEER,23907
SC_OCONEE,23904
KS_DICKINSON,23895
ME_PENOBSCOT,23895
WA_PACIFIC,23888
OH_LUCAS,23885
MS_JACKSON,23879
OH_KNOX,23878
NE_CLAY,23876
PA_BLAIR,23875
AL_ST.CLAIR,23872
TX_CROCKETT,23872
VA_KINGANDQUEEN,23868
IL_GALLATIN,23862
AL_ELMORE,23856
KY_WARREN,23853
OH_PICKAWAY,23851
TN_SULLIVAN,23850
NY_FULTON,23839
NE_GREELEY,23833
OR_GRANT,23828
WA_COLUMBIA,23814
OK_WASHITA,23811
TN_ROBERTSON,23809
WA_WALLAWALLA,23809
NC_PERQUIMANS,23809
WI_SAWYER,23809
UT_UINTAH,23805
KS_WICHITA,23799
MI_BAY,23799
IA_TAYLOR,23793
MI_MARQUETTE,23789
IA_MAHASKA,23788
TN_BLOUNT,23788
CA_BUTTE,23787
IL_MOULTRIE,23786
VA_DINWIDDIE,23781
IL_KANKAKEE,23779
KS_HARVEY,23775
TX_LUBBOCK,23773
KS_PHILLIPS,23772
NE_DIXON,23769
KS_ROOKS,23768
AL_MORGAN,23764
NC_TRANSYLVANIA,23757
MN_MORRISON,23753
NE_COLFAX,23751
MO_CAPEGIRARDEAU,23751
NE_HAYES,23749
LA_POINTECOUPEE,23742
PA_ELK,23738
FL_PASCO,23736
IL_DOUGLAS,23732
NC_PAMLICO,23724
WI_PRICE,23723
TX_DEWITT,23720
IL_HANCOCK,23714
TX_TOMGREEN,23712
IA_ADAMS,23707
MN_NORMAN,23707
IL_DEKALB,23696
IN_TIPPECANOE,23691
KS_LINCOLN,23686
NE_NANCE,23684
IA_LYON,23683
PA_COLUMBIA,23681
NY_DELAWARECOUNTY,23677
KS_CHEYENNE,23677
TX_NUECES,23671
CA_SHASTA,23670
PA_BRADFORD,23667
IN_WHITE,23666
PA_ARMSTRONG,23661
IL_SCHUYLER,23656
TX_PALOPINTO,23655
CO_CHEYENNE,23647
WV_CABELL,23647
GA_HALL,23645
IN_SPENCER,23641
MO_LAFAYETTE,23637
VA_APPOMATTOX,23636
TX_WINKLER,23629
GA_DOUGLAS,23626
SD_FALLRIVER,23624
IL_RICHLAND,23621
AZ_COCHISE,23608
IL_WILLIAMSON,23605
CA_SUTTER,23602
CA_RIVERSIDE,23591
ID_CARIBOU,23586
VT_CALEDONIA,23584
OK_KIOWA,23576
NE_RICHARDSON,23566
MT_SILVERBOW,23562
UT_GRAND,23558
WA_COWLITZ,23557
WI_MARINETTE,23555
NE_HITCHCOCK,23554
VA_MONTGOMERY,23548
CO_MONTEZUMA,23548
KY_NELSON,23545
WA_MASON,23542
CA_HUMBOLDT,23540
NC_PENDER,23526
MO_GREENE,23520
OK_CIMARRON,23514
AL_LAUDERDALE,23510
IN_ST.JOSEPH,23509
MT_GOLDENVALLEY,23508
AL_LEE,23506
SD_AURORA,23504
OK_GRADY,23500
WI_SHAWANO,23500
IA_PAGE,23496
OH_WASHINGTONCOUNTY,23496
ND_PIERCE,23491
WI_MARQUETTE,23490
VA_GILES,23485
WI_LAFAYETTE,23483
WY_GOSHEN,23475
VA_NORTHAMPTON,23473
IA_CLARKE,23472
GA_ROCKDALE,23461
TN_CHEATHAM,23459
WI_MONROE,23456
MN_COTTONWOOD,23456
FL_ESCAMBIA,23441
MO_PERRY,23435
TX_LAMPASAS,23423
MN_WINONA,23421
TX_JACKSON,23418
NY_HERKIMER,23418
NY_MONTGOMERY,23417
MI_CHEBOYGAN,23412
UT_DUCHESNE,23411
IN_RUSH,23396
IA_FAYETTE,23391
TX_MATAGORDA,23389
TX_HUTCHINSON,23383
TX_OCHILTREE,23382
AZ_COCONINO,23382
KS_RENO,23382
TX_CALHOUN,23381
NE_HALL,23380
AL_COFFEE,23380
SD_JONES,23377
OH_PREBLE,23374
TX_SANPATRICIO,23373
IL_EDGAR,23368
OH_CHAMPAIGN,23358
IL_STEPHENSON,23350
OH_HENRY,23347
KY_MASON,23347
WI_JUNEAU,23343
TX_BASTROP,23342
WI_BARRON,23337
IA_RINGGOLD,23324
WI_IRON,23324
NE_REDWILLOW,23320
AL_HOUSTON,23316
WV_HARRISON,23309
TN_MOORE,23307
CA_MENDOCINO,23306
MO_RALLS,23299
VA_ROANOKECITY,23295
FL_ST.LUCIE,23285
TN_MADISON,23283
SD_TRIPP,23270
IA_WOODBURY,23269
NE_GOSPER,23266
AR_WASHINGTONCOUNTY,23264
OK_CUSTER,23261
WV_HANCOCK,23261
MN_REDLAKE,23257
GA_JACKSON,23247
IN_HARRISON,23244
KS_STAFFORD,23240
AR_GRANT,23239
TX_HARRISON,23236
TX_JEFFERSON,23236
OR_BAKER,23234
KS_KIOWA,23232
NC_CATAWBA,23232
VA_CAMPBELL,23231
KS_PAWNEE,23230
WV_MARION,23229
NE_VALLEY,23227
AR_SEBASTIAN,23222
ID_BONNER,23221
NE_SCOTTSBLUFF,23220
VA_WYTHE,23219
AR_LONOKE,23218
NC_MACON,23213
WV_NICHOLAS,23209
PA_FULTON,23201
IL_MASON,23199
SD_HANSON,23197
IL_BOND,23195
MI_MASON,23183
NY_CORTLAND,23179
TX_REFUGIO,23174
FL_MIAMI-DADE,23174
MO_CALLAWAY,23171
AR_GARLAND,23170
WA_PENDOREILLE,23167
NC_ALAMANCE,23166
MT_TOOLE,23162
NE_BOYD,23157
FL_CITRUS,23148
NV_MINERAL,23146
TX_TAYLOR,23141
VA_PORTSMOUTHCITY,23138
AR_CRAIGHEAD,23138
KS_JEWELL,23134
NE_STANTON,23131
OR_WALLOWA,23131
TX_WOOD,23129
VA_WILLIAMSBURGCITY,23127
NY_OSWEGO,23126
SD_DAY,23126
KY_PENDLETON,23122
NY_SENECA,23115
UT_WEBER,23106
SD_BROOKINGS,23105
KS_TREGO,23095
PA_SNYDER,23088
NY_JEFFERSON,23078
TX_WASHINGTONCOUNTY,23070
IL_SHELBY,23069
SD_FAULK,23069
KS_RICE,23068
NC_CUMBERLAND,23067
TX_HAMILTON,23067
IN_FOUNTAIN,23063
OH_WAYNE,23061
TN_TIPTON,23054
IN_BENTON,23049
MO_ST.LOUISCITY,23048
AR_ARKANSASCOUNTY,23045
AR_CLEBURNE,23044
SD_GREGORY,23041
OK_STEPHENS,23038
MO_CAMDEN,23038
WI_TAYLOR,23032
IN_MONROE,23032
NC_PITT,23029
SC_CALHOUN,23023
MI_ROSCOMMON,23023
MT_MUSSELSHELL,23022
PA_SCHUYLKILL,23021
IA_UNION,23007
LA_IBERIA,22997
PA_LYCOMING,22987
KS_FRANKLIN,22979
MI_CALHOUN,22978
WI_LANGLADE,22974
KS_SUMNER,22972
MO_WORTH,22967
MO_STODDARD,22967
KY_DAVIESS,22963
TX_UPTON,22953
IL_CUMBERLAND,22952
KS_RILEY,22948
NY_LEWIS,22942
KS_NORTON,22942
PA_INDIANACOUNTY,22933
OK_JACKSON,22925
PA_SULLIVAN,22923
MO_STE.GENEVIEVE,22921
TX_BOWIE,22911
MO_COOPER,22910
PA_LAWRENCE,22906
TX_WICHITA,22837
CA_TRINITY,22905
IA_BUENAVISTA,22899
CO_MONTROSE,22897
KY_BOURBON,22893
MN_MILLELACS,22891
MT_PHILLIPS,22890
GA_MONROE,22888
WI_WAUSHARA,22888
NC_NASH,22880
CO_DOLORES,22880
NV_LINCOLN,22879
OH_LOGAN,22878
TX_FREESTONE,22876
IN_VERMILLION,22875
VA_WAYNESBOROCITY,22872
MT_BEAVERHEAD,22872
MT_RAVALLI,22872
IA_MONTGOMERY,22868
TX_SCURRY,22860
TX_BELL,22857
GA_MUSCOGEE,22856
TX_CALLAHAN,22855
ME_WALDO,22853
IN_LAPORTE,22852
TX_COLLINGSWORTH,22847
OR_WASCO,22844
WI_BURNETT,22843
PA_MERCER,22831
IN_DEKALB,22827
GA_WALTON,22824
KS_HARPER,22820
IN_MARTIN,22817
WV_BROOKE,22815
UT_DAGGETT,22811
OH_SANDUSKY,22799
NE_LOGAN,22799
MT_TETON,22799
WA_KITTITAS,22796
OH_VANWERT,22790
KS_ELLSWORTH,22789
MI_PRESQUEISLE,22788
LA_CALDWELL,22782
OH_CLARK,22780
WI_RICHLAND,22778
TN_MAURY,22766
NM_GRANT,22755
IA_CRAWFORD,22748
PA_CAMERON,22747
KY_HENDERSON,22746
NC_PASQUOTANK,22745
MT_SWEETGRASS,22743
MI_CASS,22743
OH_DEFIANCE,22739
NC_YADKIN,22726
MI_ALCONA,22719
OH_PAULDING,22714
MT_PETROLEUM,22714
KS_DONIPHAN,22713
MI_SHIAWASSEE,22713
TX_FISHER,22709
VA_ACCOMACK,22703
MI_MANISTEE,22702
GA_CAMDEN,22701
NY_WYOMINGCOUNTY,22700
IA_WAPELLO,22699
VA_NORTONCITY,22699
IA_HENRY,22687
KY_HANCOCK,22686
AL_DALE,22685
OR_UNION,22684
WI_VERNON,22680
IN_MONTGOMERY,22679
MS_HARRISON,22677
OK_HARPER,22675
SD_ROBERTS,22670
PA_CAMBRIA,22659
NC_GASTON,22658
ID_BONNEVILLE,22657
TX_MILLS,22651
IA_LEE,22649
SC_KERSHAW,22638
AL_TUSCALOOSA,22637
MO_OSAGE,22629
MI_MACKINAC,22622
MS_HANCOCK,22621
PA_TIOGA,22621
KS_WASHINGTONCOUNTY,22621
IL_JEFFERSON,22620
MI_JACKSON,22613
OK_LATIMER,22603
IN_HUNTINGTON,22601
VA_SURRY,22600
MN_NOBLES,22598
SD_MCPHERSON,22596
CA_SANJOAQUIN,22589
LA_VERMILION,22589
CO_LOGAN,22581
VA_AMHERST,22580
IN_JACKSON,22568
OH_TRUMBULL,22568
PA_POTTER,22564
NE_SHERIDAN,22551
NC_DAVIDSON,22549
WI_CRAWFORD,22549
NE_MORRILL,22543
WV_JACKSON,22527
IL_WAYNE,22526
NJ_CUMBERLAND,22524
TX_OLDHAM,22519
OH_DARKE,22511
LA_BEAUREGARD,22509
AL_MOBILE,22501
WI_DUNN,22499
CO_YUMA,22498
OK_ALFALFA,22488
NM_LEA,22484
TX_UPSHUR,22483
CO_KIOWA,22482
LA_LASALLE,22481
PA_NORTHUMBERLAND,22478
MI_DELTA,22471
WA_DOUGLAS,22467
OR_TILLAMOOK,22452
NE_NUCKOLLS,22448
ID_TETON,22436
WI_FLORENCE,22434
VA_SOUTHAMPTON,22433
SC_FLORENCE,22432
PA_MCKEAN,22426
TX_MEDINA,22413
TX_WALLER,22412
NC_JOHNSTON,22410
TN_FRANKLIN,22398
MI_LENAWEE,22395
KS_LABETTE,22394
MO_HENRY,22394
MN_TODD,22383
OH_WYANDOT,22382
KY_MARSHALL,22381
OK_PONTOTOC,22381
TN_MONTGOMERY,22380
MI_GENESEE,22380
OH_BELMONT,22380
KS_MORTON,22378
IL_HARDIN,22366
OK_COMANCHE,22363
MS_WARREN,22362
VA_PAGE,22355
OK_OSAGE,22353
MI_SAGINAW,22349
TX_HUNT,22341
MO_NEWTON,22341
WA_WAHKIAKUM,22334
MI_MENOMINEE,22331
OK_CREEK,22327
OH_JEFFERSON,22324
ID_LATAH,22322
VA_BEDFORDCITY,22322
IL_FULTON,22318
CO_BACA,22318
WV_MORGAN,22312
MI_WAYNE,22308
IL_GREENE,22307
VT_ORLEANS,22303
NC_GRANVILLE,22295
OH_ALLEN,22295
CA_SISKIYOU,22293
KS_KEARNY,22292
TX_CRANE,22291
MN_KANABEC,22291
KS_GREENWOOD,22280
IL_CLAY,22279
PA_PHILADELPHIA,22279
TX_WARD,22278
KS_MARION,22269
GA_RABUN,22260
PA_UNION,22259
PA_BEDFORD,22259
OH_HURON,22257
IL_CASS,22257
MT_PONDERA,22256
NY_ORLEANS,22255
UT_TOOELE,22252
KY_BOYLE,22249
SD_HARDING,22247
IN_PIKE,22245
IA_KEOKUK,22243
TN_SEVIER,22242
OR_COOS,22239
TN_HENRY,22239
IN_GREENE,22235
MT_ROSEBUD,22229
WA_KLICKITAT,22229
LA_SABINE,22229
OH_MORROW,22228
TX_HASKELL,22223
WA_LEWIS,22212
IA_DAVIS,22210
OK_KAY,22207
AZ_LAPAZ,22200
NY_ST.LAWRENCE,22198
WI_ADAMS,22196
PA_SOMERSET,22192
GA_PIKE,22191
TN_HUMPHREYS,22183
CO_LASANIMAS,22180
IN_LAWRENCE,22169
NY_CHAUTAUQUA,22168
LA_ST.MARTIN,22164
AR_BOONE,22160
MN_CLEARWATER,22157
GA_UNION,22156
SC_MCCORMICK,22150
CA_GLENN,22148
KS_ANDERSON,22139
KY_HOPKINS,22132
IA_WAYNE,22127
LA_RAPIDES,22126
KY_LYON,22123
MI_HURON,22120
LA_EASTFELICIANA,22099
NY_CHENANGO,22097
IL_KNOX,22093
NE_GARFIELD,22092
ME_FRANKLIN,22083
SC_ANDERSON,22081
NC_CLAY,22081
OH_SENECA,22075
AL_MARENGO,22072
KY_TRIMBLE,22070
NE_FURNAS,22068
OK_TEXASCOUNTY,22064
MO_LINCOLN,22063
PA_VENANGO,22060
IN_RIPLEY,22059
GA_WHITE,22059
OR_LAKE,22056
MT_DEERLODGE,22052
NY_CATTARAUGUS,22049
IL_MASSAC,22047
AR_PERRY,22047
MI_IOSCO,22047
IN_DECATUR,22046
KY_GREENUP,22035
AL_CHEROKEE,22030
OH_CLINTON,22026
MO_MARIES,22026
TX_EDWARDS,22015
OR_MARION,22001
TX_HENDERSON,21995
FL_MARION,21992
KS_MEADE,21990
UT_GARFIELD,21989
WA_STEVENS,21986
TX_HOCKLEY,21984
IL_RANDOLPH,21976
IL_COLES,21970
OH_TUSCARAWAS,21966
OK_PITTSBURG,21966
MO_BUCHANAN,21961
IL_HAMILTON,21960
MI_ALPENA,21948
OK_NOBLE,21947
TX_RAINS,21946
TN_PICKETT,21942
OH_ASHLAND,21940
CO_PUEBLO,21940
TX_SHERMAN,21936
IN_MARSHALL,21933
OH_RICHLAND,21932
SD_BRULE,21928
AL_HENRY,21924
KY_HENRY,21923
TX_VANZANDT,21920
LA_OUACHITA,21917
KS_ATCHISON,21909
MO_MARION,21909
TX_DONLEY,21904
MN_LAKEOFTHEWOODS,21903
PA_CLARION,21902
IN_NOBLE,21889
SC_SPARTANBURG,21889
OK_LINCOLN,21888
IL_MARION,21887
PA_CLINTON,21875
OK_MURRAY,21870
OR_DOUGLAS,21870
NC_WATAUGA,21854
ID_BEARLAKE,21853
WV_WIRT,21852
CO_KITCARSON,21850
WI_JACKSON,21849
NE_BROWN,21843
NV_NYE,21838
WV_RALEIGH,21837
IL_WARREN,21832
MO_GASCONADE,21830
ID_CAMAS,21830
WA_GRAYSHARBOR,21828
PA_GREENE,21819
ME_PISCATAQUIS,21818
VA_FLOYD,21816
TN_LINCOLN,21811
KY_MADISON,21800
MS_LEE,21799
FL_WAKULLA,21797
AR_WHITE,21793
OR_JOSEPHINE,21791
OH_CARROLL,21783
KS_CHASE,21775
KS_WOODSON,21774
VA_GALAXCITY,21769
NV_LYON,21757
SD_BUTTE,21744
LA_ASSUMPTION,21743
PA_CRAWFORD,21741
TX_GRAY,21738
MT_CHOUTEAU,21737
MO_STONE,21733
MI_VANBUREN,21732
LA_WESTFELICIANA,21720
UT_BOXELDER,21720
TX_BRAZOS,21720
WV_GREENBRIER,21720
IL_UNION,21719
MT_LINCOLN,21719
KS_STANTON,21712
TX_ROBERTSON,21709
WI_GRANT,21705
TN_STEWART,21701
IN_CASS,21700
GA_CATOOSA,21690
GA_DADE,21690
TX_ERATH,21670
CA_STANISLAUS,21663
TX_MCLENNAN,21660
TX_FLOYD,21655
WV_WETZEL,21653
TN_BRADLEY,21649
IN_PULASKI,21641
TX_RUSK,21640
TX_LYNN,21639
NC_BEAUFORT,21636
KS_FINNEY,21629
PA_JUNIATA,21628
WV_BOONE,21627
MN_BELTRAMI,21622
AK_LAKEANDPENINSULA,21616
TX_HOPKINS,21606
TN_DEKALB,21606
IA_APPANOOSE,21599
MO_HOWARD,21598
NC_AVERY,21598
IL_SALINE,21596
OR_JEFFERSON,21593
IN_RANDOLPH,21592
SC_NEWBERRY,21591
MI_ONTONAGON,21585
VA_PITTSYLVANIA,21583
CA_COLUSA,21579
NY_FRANKLIN,21575
OH_COLUMBIANA,21575
TX_GAINES,21572
AL_COLBERT,21572
ME_AROOSTOOK,21566
NC_WAYNE,21557
ID_ADAMS,21555
IN_CLINTON,21554
MO_JOHNSON,21547
TN_DICKSON,21547
LA_DESOTO,21547
VA_CUMBERLAND,21540
CA_LAKE,21537
CO_SEDGWICK,21536
VA_ESSEX,21532
TX_BURLESON,21529
IN_MADISON,21527
IN_JEFFERSON,21524
IL_FAYETTE,21523
MT_LAKE,21521
IN_PUTNAM,21520
KS_COWLEY,21519
ME_SOMERSET,21513
OR_LINN,21500
KY_CARLISLE,21500
NE_LOUP,21499
MI_IRON,21499
AK_DILLINGHAMCENSUSAREA,21498
VA_CRAIG,21498
MI_CRAWFORD,21492
KY_CALLOWAY,21490
OR_KLAMATH,21489
OH_MONROE,21487
VA_SCOTT,21485
GA_NEWTON,21484
GA_MCINTOSH,21484
MO_CALDWELL,21482
OH_CRAWFORD,21478
OK_CARTER,21476
KS_SHERMAN,21476
IN_CLAY,21474
UT_WASHINGTONCOUNTY,21472
TX_LAMAR,21468
AK_NORTHWESTARCTIC,21461
WV_PRESTON,21457
OK_COTTON,21452
NC_LEE,21449
IL_LOGAN,21445
GA_TROUP,21443
LA_REDRIVER,21443
ME_OXFORD,21441
VA_LYNCHBURGCITY,21440
AL_TALLAPOOSA,21434
KY_HARRISON,21424
NE_WEBSTER,21423
IN_DAVIESS,21416
MN_PINE,21413
FL_HERNANDO,21411
KS_GEARY,21408
NC_MITCHELL,21404
NC_FRANKLIN,21399
TN_MARION,21399
LA_VERNON,21396
TX_YOAKUM,21389
MS_LAFAYETTE,21388
NM_COLFAX,21387
GA_BARROW,21379
MT_HILL,21376
KY_CRITTENDEN,21375
IN_WASHINGTONCOUNTY,21370
IA_VANBUREN,21368
OH_LAWRENCE,21365
VA_TAZEWELL,21358
OH_WILLIAMS,21350
MS_LAUDERDALE,21346
IL_PIKE,21344
AL_CRENSHAW,21343
KY_GARRARD,21341
LA_ST.JOHNTHEBAPTIST,21335
AR_BAXTER,21334
NM_TAOS,21333
CA_SANBERNARDINO,21332
KS_MONTGOMERY,21332
ID_BANNOCK,21327
IN_OWEN,21318
GA_GILMER,21317
LA_ST.MARY,21313
WV_PLEASANTS,21312
NC_STOKES,21311
OH_ROSS,21310
PA_JEFFERSON,21300
GA_JASPER,21297
NC_PERSON,21292
FL_POLK,21285
OK_GARVIN,21285
PA_CLEARFIELD,21273
LA_TANGIPAHOA,21273
TN_HAMBLEN,21261
NM_SANJUAN,21260
NM_CURRY,21259
WV_PENDLETON,21253
TX_MILAM,21248
KS_CHAUTAUQUA,21245
TX_BROWN,21236
GA_CARROLL,21227
IN_FULTON,21226
IL_VERMILION,21225
OK_PAWNEE,21220
MO_NEWMADRID,21215
MD_ALLEGANY,21211
TN_DYER,21208
WA_WHITMAN,21208
OH_BROWN,21206
IN_WABASH,21201
TX_TERRY,21201
CA_MODOC,21200
IN_VIGO,21192
NC_GATES,21187
FL_JEFFERSON,21184
SC_PICKENS,21182
TX_HILL,21182
LA_IBERVILLE,21177
WV_LEWIS,21175
MO_PHELPS,21173
OH_GALLIA,21168
KS_NEOSHO,21163
TN_SMITH,21153
TN_CUMBERLAND,21141
NE_DAWES,21137
LA_JEFFERSONDAVIS,21132
IA_LUCAS,21126
WV_TUCKER,21126
TX_SHELBY,21126
TX_EASTLAND,21125
MO_JASPER,21124
WI_ASHLAND,21115
IN_WAYNE,21114
IN_ELKHART,21109
OK_DELAWARECOUNTY,21109
NC_ROCKINGHAM,21102
TX_COTTLE,21089
NC_ONSLOW,21084
MS_GRENADA,21084
SC_GREENWOOD,21053
IN_KNOX,21047
MO_BATES,21047
KS_BROWN,21046
KS_COMANCHE,21041
OH_HOCKING,21037
OH_HARRISON,21029
OH_MORGAN,21027
GA_BARTOW,21022
TX_LIVEOAK,21016
MO_LINN,21015
NC_JACKSON,21014
MO_LIVINGSTON,21011
WI_RUSK,21004
SC_LANCASTER,21003
ID_BUTTE,20995
MO_MONTGOMERY,20991
TX_ANGELINA,20982
GA_BIBB,20982
NY_ALLEGANY,20978
KS_CRAWFORD,20974
NC_WILSON,20972
MS_LOWNDES,20951
MO_KNOX,20946
SD_BONHOMME,20941
OK_POTTAWATOMIE,20937
IN_PERRY,20934
VA_HALIFAX,20929
KY_BRACKEN,20918
NC_ROWAN,20912
AZ_PINAL,20910
GA_LUMPKIN,20908
TN_OBION,20900
TN_SEQUATCHIE,20899
KY_MEADE,20898
IL_EDWARDS,20898
MI_SCHOOLCRAFT,20892
VT_ESSEX,20887
PA_FAYETTE,20884
IN_UNION,20883
OR_CROOK,20883
VA_RICHMONDCOUNTY,20875
OK_PAYNE,20868
GA_WALKER,20865
OR_HARNEY,20865
MO_PULASKI,20863
NV_ESMERALDA,20862
TX_MARTIN,20859
IN_DELAWARECOUNTY,20854
WV_TAYLOR,20848
NC_ASHE,20838
VA_SMYTH,20837
OR_UMATILLA,20836
AZ_MOHAVE,20833
AL_CALHOUN,20828
MO_SCOTT,20825
ME_WASHINGTONCOUNTY,20807
LA_NATCHITOCHES,20802
