YEAR,STATE_COUNTY,UNEMP_RATE
2017,TN_CROCKETT,0.066
2017,IL_CHRISTIAN,0.066
2017,UT_UINTAH,0.066
2017,AR_OUACHITA,0.066
2017,MO_TEXAS,0.066
2017,TN_GREENE,0.066
2017,GA_LANIER,0.066
2017,WA_BENTON,0.066
2017,ME_WASHINGTON,0.066
2017,GA_LINCOLN,0.066
2017,NM_GRANT,0.066
2017,IL_BOONE,0.066
2017,GA_SCHLEY,0.066
2017,GA_RABUN,0.066
2017,GA_MITCHELL,0.066
2017,NC_ANSON,0.066
2017,TN_ROANE,0.066
2017,NC_ROCKINGHAM,0.066
2017,OH_VINTON,0.066
2017,LA_STBERNARD,0.066
2017,GA_COFFEE,0.066
2017,GA_CARROLL,0.066
2017,OK_SEMINOLE,0.066
2017,NY_FULTON,0.066
2017,ID_BENEWAH,0.066
2017,CA_AMADOR,0.066
2017,AL_JACKSON,0.066
2017,GA_COOK,0.066
2017,OH_OTTAWA,0.066
2017,MT_BIGHORN,0.066
2017,KY_MONTGOMERY,0.066
2017,MS_HANCOCK,0.066
2017,OH_HURON,0.066
2017,TN_SHELBY,0.066
2017,NC_CLEVELAND,0.065
2017,MO_BENTON,0.065
2017,KY_ROBERTSON,0.065
2017,MN_ITASCA,0.065
2017,VA_PRINCEEDWARD,0.065
2017,OH_TRUMBULL,0.065
2017,AR_WHITE,0.065
2017,MI_WEXFORD,0.065
2017,TN_HAWKINS,0.065
2017,NC_CHEROKEE,0.065
2017,TN_JEFFERSON,0.065
2017,OH_PERRY,0.065
2017,KS_MONTGOMERY,0.065
2017,IL_BUREAU,0.065
2017,TX_SANPATRICIO,0.065
2017,MI_DELTA,0.065
2017,TN_MCMINN,0.065
2017,NY_ORLEANS,0.065
2017,VA_RUSSELL,0.065
2017,IL_ROCKISLAND,0.065
2017,LA_POINTECOUPEE,0.065
2017,TX_MARION,0.065
2017,TX_ORANGE,0.065
2017,NY_FRANKLIN,0.065
2017,GA_STEPHENS,0.065
2017,GA_POLK,0.065
2017,OR_MALHEUR,0.065
2017,AR_STONE,0.065
2017,CO_COSTILLA,0.065
2017,IN_LAWRENCE,0.065
2017,GA_PULASKI,0.065
2017,GA_TURNER,0.065
2017,IL_FAYETTE,0.065
2017,SC_LAURENS,0.065
2017,CA_SANBERNARDINO,0.065
2017,MD_GARRETT,0.065
