,STATE_COUNTY,PERCENT,tax,property_tax,sales_tax,business_tax,utility_tax,hotel_tax,bonds,ordinance,infrastructure,roads,parks,social_services,mental_health,substance_abuse,affordable_housing,emergency_services,fire,police,paramedic,spending_limit,cannabis,education,library,school,land_use,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME
1241,CA_SISKIYOU,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11341,0.5534,7234,0.353,22293
1242,CA_SANTA CRUZ,67.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,22438,0.17420000000000002,95249,0.7394,32295
1243,CA_LOS ANGELES,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
1244,CA_YOLO,59.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1245,CA_YOLO,68.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1246,CA_YOLO,65.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1247,CA_YOLO,66.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20739,0.2526,54752,0.667,27730
1248,CA_YOLO,70.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1249,CA_YOLO,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1250,CA_SAN BERNARDINO,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271240,0.4148,340833,0.5212,21332
1251,CA_SAN BERNARDINO,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271240,0.4148,340833,0.5212,21332
1252,CA_SAN BERNARDINO,57.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271240,0.4148,340833,0.5212,21332
1253,CA_SAN BERNARDINO,36.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
1254,CA_MODOC,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696,0.7117,877,0.2315,21200
1255,CA_ORANGE,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1256,CA_ORANGE,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1257,CA_ORANGE,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1258,CA_CONTRA COSTA,51.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1259,CA_SAN LUIS OBISPO,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0.416,67107,0.4971,29954
1260,CA_LOS ANGELES,38.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1261,CA_SAN LUIS OBISPO,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0.416,67107,0.4971,29954
1262,CA_SAN LUIS OBISPO,59.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0.416,67107,0.4971,29954
1263,CA_MERCED,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28725,0.4058,37317,0.5272,18177
1264,CA_RIVERSIDE,53.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1265,CA_SOLANO,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51920,0.3126,102360,0.6162,28929
1266,CA_SOLANO,63.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,51920,0.3126,102360,0.6162,28929
1267,CA_ALAMEDA,76.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1268,CA_ALAMEDA,75.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1269,CA_ALAMEDA,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1270,CA_ALAMEDA,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1271,CA_ALAMEDA,78.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1272,CA_ALAMEDA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1273,CA_ALAMEDA,63.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1274,CA_HUMBOLDT,56.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1275,CA_RIVERSIDE,36.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1276,CA_RIVERSIDE,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1277,CA_RIVERSIDE,56.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1278,CA_RIVERSIDE,45.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333243,0.4435,373695,0.4973,23591
1279,CA_SANTA BARBARA,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1280,CA_SANTA BARBARA,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1281,CA_SANTA BARBARA,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1282,CA_RIVERSIDE,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,333243,0.4435,373695,0.4973,23591
1283,CA_SANTA CRUZ,46.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,0.17420000000000002,95249,0.7394,32295
1284,CA_RIVERSIDE,71.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,333243,0.4435,373695,0.4973,23591
1285,CA_SAN DIEGO,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1286,CA_SAN DIEGO,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1287,CA_LOS ANGELES,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
1288,CA_CONTRA COSTA,81.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1289,CA_LAKE,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10599,0.4327,11496,0.4693,21537
1290,CA_SONOMA,52.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
1291,CA_RIVERSIDE,50.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1292,CA_RIVERSIDE,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1293,CA_FRESNO,71.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1294,CA_CONTRA COSTA,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1295,CA_MARIN,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21771,0.1563,108707,0.7805,56791
1296,CA_ORANGE,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1297,CA_ORANGE,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1298,CA_DEL NORTE,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5134,0.5371,3485,0.3646,19072
1299,CA_ORANGE,47.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1300,CA_ORANGE,56.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1301,CA_MONTEREY,63.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1302,CA_RIVERSIDE,67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333243,0.4435,373695,0.4973,23591
1303,CA_RIVERSIDE,72.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333243,0.4435,373695,0.4973,23591
1304,CA_RIVERSIDE,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1305,CA_ALAMEDA,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1306,CA_SISKIYOU,62.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11341,0.5534,7234,0.353,22293
1307,CA_CONTRA COSTA,70.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,115956,0.2487,319287,0.6849,38219
1308,CA_ALAMEDA,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1309,CA_ALAMEDA,59.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1310,CA_SAN DIEGO,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,477766,0.3657,735476,0.563,30668
1311,CA_SAN DIEGO,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1312,CA_SAN DIEGO,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1313,CA_HUMBOLDT,66.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1314,CA_HUMBOLDT,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1315,CA_MARIN,72.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21771,0.1563,108707,0.7805,56791
1316,CA_MARIN,72.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21771,0.1563,108707,0.7805,56791
1317,CA_VENTURA,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
1318,CA_MENDOCINO,77.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10888,0.2905,22079,0.5891,23306
1319,CA_HUMBOLDT,36.0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1320,CA_ORANGE,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1321,CA_SACRAMENTO,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189789,0.3393,326023,0.5829,26739
1322,CA_SANTA CLARA,45.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1323,CA_MONTEREY,66.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1324,CA_SAN LUIS OBISPO,68.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,56164,0.416,67107,0.4971,29954
1325,CA_SANTA BARBARA,87.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1326,CA_SANTA BARBARA,81.0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1327,CA_SANTA BARBARA,77.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56365,0.3188,107142,0.6061,30352
1328,CA_SAN MATEO,49.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57929,0.1843,237882,0.7567,45732
1329,CA_KINGS,43.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,18093,0.5335,13617,0.4015,18429
1330,CA_SONOMA,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
1331,CA_SAN BERNARDINO,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
1332,CA_SAN BENITO,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7841,0.3576,12521,0.5710999999999999,25914
1333,CA_SAN BENITO,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7841,0.3576,12521,0.5710999999999999,25914
1334,CA_ORANGE,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1335,CA_IMPERIAL,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12704,0.2642,32667,0.6793,16763
1336,CA_RIVERSIDE,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1337,CA_RIVERSIDE,79.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1338,CA_ORANGE,88.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1339,CA_ORANGE,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1340,CA_SACRAMENTO,59.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189789,0.3393,326023,0.5829,26739
1341,CA_SACRAMENTO,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,189789,0.3393,326023,0.5829,26739
1342,CA_MONTEREY,63.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1343,CA_MONTEREY,70.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1344,CA_SAN DIEGO,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,477766,0.3657,735476,0.563,30668
1345,CA_SAN DIEGO,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1346,CA_SAN DIEGO,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477766,0.3657,735476,0.563,30668
1347,CA_ORANGE,77.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507148,0.4235,609961,0.5094,34057
1348,CA_MARIN,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21771,0.1563,108707,0.7805,56791
1349,CA_ALAMEDA,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1350,CA_ALAMEDA,71.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1351,CA_MERCED,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28725,0.4058,37317,0.5272,18177
1352,CA_MERCED,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28725,0.4058,37317,0.5272,18177
1353,CA_LOS ANGELES,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
1354,CA_MONTEREY,73.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1355,CA_MONTEREY,77.0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,34895,0.2616,89088,0.6678000000000001,24775
1356,CA_RIVERSIDE,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1357,CA_SAN MATEO,38.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1358,CA_MERCED,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28725,0.4058,37317,0.5272,18177
1359,CA_SANTA CLARA,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1360,CA_MONTEREY,74.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34895,0.2616,89088,0.6678000000000001,24775
1361,CA_RIVERSIDE,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1362,CA_RIVERSIDE,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1363,CA_RIVERSIDE,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1364,CA_RIVERSIDE,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1365,CA_RIVERSIDE,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1366,CA_SAN LUIS OBISPO,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0.416,67107,0.4971,29954
1367,CA_SANTA CLARA,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1368,CA_NAPA,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411,0.2837,39199,0.6386999999999999,34795
1369,CA_NAPA,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411,0.2837,39199,0.6386999999999999,34795
1370,CA_NAPA,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,17411,0.2837,39199,0.6386999999999999,34795
1371,CA_SAN DIEGO,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,477766,0.3657,735476,0.563,30668
1372,CA_SAN BERNARDINO,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
1373,CA_ALAMEDA,75.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1374,CA_STANISLAUS,66.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
1375,CA_ORANGE,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,507148,0.4235,609961,0.5094,34057
1376,CA_LOS ANGELES,70.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1377,CA_STANISLAUS,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
1378,CA_ALAMEDA,73.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1379,CA_ALAMEDA,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1380,CA_ALAMEDA,73.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1381,CA_ALAMEDA,81.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1382,CA_ALAMEDA,77.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1383,CA_VENTURA,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
1384,CA_VENTURA,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
1385,CA_VENTURA,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
1386,CA_FRESNO,67.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1387,CA_RIVERSIDE,42.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1388,CA_RIVERSIDE,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
1389,CA_SANTA CLARA,76.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1390,CA_SANTA CLARA,85.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1391,CA_SANTA CLARA,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1392,CA_BUTTE,51.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1393,CA_FRESNO,59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1394,CA_SONOMA,43.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
1395,CA_ALAMEDA,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1396,CA_CONTRA COSTA,50.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1397,CA_SAN LUIS OBISPO,64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0.416,67107,0.4971,29954
