,STATE_COUNTY,PERCENT,tax,property_tax,sales_tax,business_tax,utility_tax,hotel_tax,bonds,ordinance,infrastructure,roads,parks,social_services,mental_health,substance_abuse,affordable_housing,emergency_services,fire,police,paramedic,spending_limit,cannabis,education,library,school,land_use,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME
623,CA_SONOMA,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
624,CA_SONOMA,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
625,CA_SONOMA,50.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
626,CA_SONOMA,70.7,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
627,CA_STANISLAUS,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,78494,0.456,81647,0.4743,21663
628,CA_STANISLAUS,61.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
629,CA_TEHAMA,64.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15494,0.6481,6809,0.2848,20439
630,CA_TULARE,65.3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,58299,0.519,47585,0.4236,17894
631,CA_VENTURA,60.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
632,CA_VENTURA,64.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
633,CA_VENTURA,72.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
634,CA_VENTURA,58.7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,132323,0.3762,194402,0.5527000000000001,32930
635,CA_VENTURA,58.4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
636,CA_VENTURA,58.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,132323,0.3762,194402,0.5527000000000001,32930
637,CA_VENTURA,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
638,CA_VENTURA,73.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
639,CA_VENTURA,57.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,132323,0.3762,194402,0.5527000000000001,32930
640,CA_VENTURA,73.4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
641,CA_VENTURA,72.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132323,0.3762,194402,0.5527000000000001,32930
642,CA_VENTURA,55.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
643,CA_VENTURA,51.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
644,CA_VENTURA,70.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
645,CA_VENTURA,75.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
646,CA_VENTURA,67.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
647,CA_VENTURA,76.3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132323,0.3762,194402,0.5527000000000001,32930
648,CA_YOLO,63.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
649,CA_YOLO,78.9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20739,0.2526,54752,0.667,27730
650,CA_YOLO,48.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20739,0.2526,54752,0.667,27730
651,CA_YOLO,65.7,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
652,CA_YOLO,65.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
653,CA_YUBA,54.7,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,13170,0.5727,7910,0.3439,19244
654,CA_YUBA,63.2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13170,0.5727,7910,0.3439,19244
655,CA_ALAMEDA,70.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
656,CA_ALAMEDA,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
657,CA_ALAMEDA,73.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
658,CA_ALAMEDA,69.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
659,CA_ALAMEDA,64.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
660,CA_CONTRA COSTA,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
661,CA_ALAMEDA,60.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
662,CA_ALAMEDA,47.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,95922,0.1466,514842,0.7868999999999999,35763
663,CA_SAN JOAQUIN,62.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,88936,0.3967,121124,0.5403,22589
664,CA_ALAMEDA,66.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
665,CA_CONTRA COSTA,59.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
666,CA_ALAMEDA,74.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
667,CA_ALAMEDA,88.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
668,CA_ALAMEDA,82.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
669,CA_ALAMEDA,73.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
670,CA_ALAMEDA,69.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
671,CA_ALAMEDA,74.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
672,CA_BUTTE,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
673,CA_GLENN,55.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5788,0.6112,3065,0.3237,22148
674,CA_BUTTE,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
675,CA_BUTTE,42.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
676,CA_COLUSA,58.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3551,0.5354,2661,0.4012,21579
677,CA_GLENN,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5788,0.6112,3065,0.3237,22148
678,CA_LAKE,60.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10599,0.4327,11496,0.4693,21537
679,CA_PLACER,38.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,95138,0.5203,73509,0.402,34886
680,CA_SUTTER,58.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,18176,0.5422,13076,0.3901,23602
681,CA_YOLO,64.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
682,CA_YUBA,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,13170,0.5727,7910,0.3439,19244
683,CA_COLUSA,69.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3551,0.5354,2661,0.4012,21579
684,CA_YOLO,63.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20739,0.2526,54752,0.667,27730
685,CA_COLUSA,72.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3551,0.5354,2661,0.4012,21579
686,CA_CONTRA COSTA,57.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
687,CA_CONTRA COSTA,73.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
688,CA_CONTRA COSTA,73.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
689,CA_CONTRA COSTA,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
690,CA_CONTRA COSTA,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
691,CA_CONTRA COSTA,62.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
692,CA_CONTRA COSTA,65.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
693,CA_CONTRA COSTA,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
694,CA_CONTRA COSTA,67.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
695,CA_CONTRA COSTA,72.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
696,CA_CONTRA COSTA,64.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
697,CA_EL DORADO,71.3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,49247,0.5262,36404,0.389,34884
698,CA_EL DORADO,58.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,49247,0.5262,36404,0.389,34884
699,CA_FRESNO,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
700,CA_FRESNO,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
701,CA_FRESNO,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
702,CA_FRESNO,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
703,CA_FRESNO,36.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
704,CA_TULARE,72.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,58299,0.519,47585,0.4236,17894
705,CA_FRESNO,68.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
706,CA_KINGS,47.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
707,CA_TULARE,51.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,58299,0.519,47585,0.4236,17894
708,CA_FRESNO,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
709,CA_KINGS,34.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18093,0.5335,13617,0.4015,18429
710,CA_MADERA,59.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23357,0.5418,17029,0.395,17847
711,CA_TULARE,61.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58299,0.519,47585,0.4236,17894
712,CA_FRESNO,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
713,CA_FRESNO,71.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
714,CA_FRESNO,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
715,CA_MONTEREY,83.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34895,0.2616,89088,0.6678000000000001,24775
716,CA_SAN BENITO,50.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7841,0.3576,12521,0.5710999999999999,25914
717,CA_FRESNO,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
718,CA_MADERA,70.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,23357,0.5418,17029,0.395,17847
719,CA_FRESNO,78.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
720,CA_FRESNO,66.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
721,CA_FRESNO,76.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
722,CA_FRESNO,73.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
723,CA_FRESNO,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
724,CA_GLENN,64.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5788,0.6112,3065,0.3237,22148
725,CA_HUMBOLDT,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
726,CA_TRINITY,51.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2812,0.4945000000000001,2214,0.3894,22905
727,CA_HUMBOLDT,79.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
728,CA_HUMBOLDT,74.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
729,CA_HUMBOLDT,46.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
730,CA_HUMBOLDT,58.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
731,CA_HUMBOLDT,77.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
732,CA_HUMBOLDT,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
733,CA_LASSEN,49.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7574,0.7197,2224,0.2113,19931
734,CA_MODOC,51.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2696,0.7117,877,0.2315,21200
735,CA_SHASTA,55.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,51778,0.6468,22301,0.2786,23670
736,CA_TEHAMA,56.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15494,0.6481,6809,0.2848,20439
737,CA_TRINITY,64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2812,0.4945000000000001,2214,0.3894,22905
738,CA_HUMBOLDT,57.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
739,CA_IMPERIAL,70.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
740,CA_IMPERIAL,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
741,CA_IMPERIAL,73.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
742,CA_IMPERIAL,72.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12704,0.2642,32667,0.6793,16763
743,CA_RIVERSIDE,72.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,333243,0.4435,373695,0.4973,23591
744,CA_IMPERIAL,74.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
745,CA_IMPERIAL,71.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
746,CA_IMPERIAL,84.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
747,CA_IMPERIAL,72.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
748,CA_IMPERIAL,85.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
749,CA_KERN,62.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
750,CA_KERN,69.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
751,CA_KERN,54.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
752,CA_KERN,68.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
753,CA_KERN,67.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,129584,0.5307,98689,0.4042,20295
754,CA_KERN,62.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129584,0.5307,98689,0.4042,20295
755,CA_LOS ANGELES,70.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
756,CA_KERN,20.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
757,CA_KERN,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
758,CA_KERN,61.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
759,CA_KERN,79.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
760,CA_KERN,65.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129584,0.5307,98689,0.4042,20295
761,CA_SAN BERNARDINO,64.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
762,CA_TULARE,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58299,0.519,47585,0.4236,17894
763,CA_KERN,66.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
764,CA_KERN,62.3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,129584,0.5307,98689,0.4042,20295
765,CA_KERN,47.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
766,CA_KERN,78.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
767,CA_SAN BERNARDINO,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,271240,0.4148,340833,0.5212,21332
768,CA_KERN,67.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
769,CA_KINGS,50.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
770,CA_KINGS,71.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
771,CA_KINGS,69.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
772,CA_KINGS,63.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
773,CA_TULARE,41.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,58299,0.519,47585,0.4236,17894
774,CA_KINGS,65.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
775,CA_KINGS,56.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
776,CA_KINGS,81.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,18093,0.5335,13617,0.4015,18429
777,CA_LAKE,61.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10599,0.4327,11496,0.4693,21537
778,CA_LAKE,69.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10599,0.4327,11496,0.4693,21537
779,CA_LAKE,71.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10599,0.4327,11496,0.4693,21537
780,CA_LOS ANGELES,59.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
781,CA_LOS ANGELES,64.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
782,CA_LOS ANGELES,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
783,CA_LOS ANGELES,58.5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,769743,0.2241,2464364,0.7176,27749
