STATE_COUNTY,ASIANPER
KS_MORRIS,0.002
KS_MORTON,0.019
KS_NEMAHA,0.001
KS_NEOSHO,0.005
KS_NESS,0.001
KS_NORTON,0.005
KS_OSAGE,0.002
KS_OSBORNE,0.005
KS_OTTAWA,0.001
KS_PAWNEE,0.005
KS_PHILLIPS,0.006999999999999999
KS_POTTAWATOMIE,0.006999999999999999
KS_PRATT,0.003
KS_RAWLINS,0.002
KS_RENO,0.005
KS_REPUBLIC,0.003
KS_RICE,0.004
KS_RILEY,0.042
KS_ROOKS,0.004
KS_RUSH,0.002
KS_RUSSELL,0.005
KS_SALINE,0.021
KS_SCOTT,0.005
KS_SEDGWICK,0.040999999999999995
KS_SEWARD,0.027000000000000003
KS_SHAWNEE,0.012
KS_SHERIDAN,0.002
KS_SHERMAN,0.003
KS_SMITH,0.002
KS_STAFFORD,0.004
KS_STANTON,0.001
KS_STEVENS,0.003
KS_SUMNER,0.002
KS_THOMAS,0.005
KS_TREGO,0.002
KS_WABAUNSEE,0.001
KS_WALLACE,0.001
KS_WASHINGTON,0.003
KS_WICHITA,0.001
KS_WILSON,0.004
KS_WOODSON,0.001
KS_WYANDOTTE,0.025
KY_ADAIR,0.002
KY_ALLEN,0.002
KY_ANDERSON,0.005
KY_BALLARD,0.002
KY_BARREN,0.004
KY_BATH,0.001
KY_BELL,0.003
KY_BOONE,0.021
KY_BOURBON,0.003
KY_BOYD,0.005
KY_BOYLE,0.008
KY_BRACKEN,0.001
KY_BREATHITT,0.005
KY_BRECKINRIDGE,0.002
KY_BULLITT,0.005
KY_BUTLER,0.002
KY_CALDWELL,0.003
KY_CALLOWAY,0.018000000000000002
KY_CAMPBELL,0.008
KY_CARLISLE,0.003
KY_CARROLL,0.006
KY_CARTER,0.002
KY_CASEY,0.002
KY_CHRISTIAN,0.01
KY_CLARK,0.004
KY_CLAY,0.001
KY_CLINTON,0.001
KY_CRITTENDEN,0.002
KY_CUMBERLAND,0.001
KY_DAVIESS,0.006999999999999999
KY_EDMONSON,0.002
KY_ELLIOTT,0.001
KY_ESTILL,0.001
KY_FAYETTE,0.032
KY_FLEMING,0.002
KY_FLOYD,0.002
KY_FRANKLIN,0.013999999999999999
KY_FULTON,0.006999999999999999
KY_GALLATIN,0.002
KY_GARRARD,0.002
KY_GRANT,0.003
KY_GRAVES,0.003
KY_GRAYSON,0.002
KY_GREEN,0.002
KY_GREENUP,0.005
KY_HANCOCK,0.002
KY_HARDIN,0.02
KY_HARLAN,0.003
KY_HARRISON,0.002
KY_HART,0.002
KY_HENDERSON,0.004
KY_HENRY,0.002
KY_HICKMAN,0.002
KY_HOPKINS,0.006
KY_JACKSON,0.001
KY_JEFFERSON,0.022000000000000002
KY_JESSAMINE,0.01
KY_JOHNSON,0.004
KY_KENTON,0.009000000000000001
KY_KNOTT,0.001
KY_KNOX,0.002
KY_LARUE,0.002
KY_LAUREL,0.005
KY_LAWRENCE,0.002
KY_LEE,0.001
KY_LESLIE,0.001
KY_LETCHER,0.002
KY_LEWIS,0.001
KY_LINCOLN,0.002
KY_LIVINGSTON,0.002
KY_LOGAN,0.002
KY_LYON,0.003
KY_MCCRACKEN,0.008
KY_MCCREARY,0.001
KY_MCLEAN,0.001
KY_MADISON,0.009000000000000001
KY_MAGOFFIN,0.001
KY_MARION,0.006
KY_MARSHALL,0.003
KY_MARTIN,0.002
KY_MASON,0.006
KY_MEADE,0.006
KY_MENIFEE,0.001
KY_MERCER,0.004
KY_METCALFE,0.001
KY_MONROE,0.001
KY_MONTGOMERY,0.003
KY_MORGAN,0.003
KY_MUHLENBERG,0.001
KY_NELSON,0.005
KY_NICHOLAS,0.002
KY_OHIO,0.002
KY_OLDHAM,0.013000000000000001
KY_OWEN,0.002
KY_OWSLEY,0.0
KY_PENDLETON,0.001
KY_PERRY,0.005
KY_PIKE,0.005
KY_POWELL,0.001
KY_PULASKI,0.005
KY_ROBERTSON,0.001
KY_ROCKCASTLE,0.001
KY_ROWAN,0.008
KY_RUSSELL,0.002
KY_SCOTT,0.009000000000000001
KY_SHELBY,0.006
KY_SIMPSON,0.006999999999999999
KY_SPENCER,0.004
KY_TAYLOR,0.005
KY_TODD,0.001
KY_TRIGG,0.003
KY_TRIMBLE,0.004
KY_UNION,0.003
KY_WARREN,0.027999999999999997
KY_WASHINGTON,0.003
KY_WAYNE,0.003
KY_WEBSTER,0.003
KY_WHITLEY,0.004
KY_WOLFE,0.0
KY_WOODFORD,0.005
LA_ACADIA,0.002
LA_ALLEN,0.006999999999999999
LA_ASCENSION,0.009000000000000001
LA_ASSUMPTION,0.002
LA_AVOYELLES,0.003
LA_BEAUREGARD,0.006
LA_BIENVILLE,0.002
LA_BOSSIER,0.016
LA_CADDO,0.011000000000000001
LA_CALCASIEU,0.011000000000000001
LA_CALDWELL,0.002
LA_CAMERON,0.001
LA_CATAHOULA,0.0
LA_CLAIBORNE,0.002
LA_CONCORDIA,0.002
LA_DESOTO,0.002
LA_EASTBATONROUGE,0.027999999999999997
LA_EASTCARROLL,0.006
LA_EASTFELICIANA,0.003
LA_EVANGELINE,0.003
LA_FRANKLIN,0.002
LA_GRANT,0.003
LA_IBERIA,0.024
LA_IBERVILLE,0.003
LA_JACKSON,0.002
LA_JEFFERSON,0.039
LA_JEFFERSONDAVIS,0.002
LA_LAFAYETTE,0.015
LA_LAFOURCHE,0.006999999999999999
LA_LASALLE,0.002
LA_LINCOLN,0.017
LA_LIVINGSTON,0.005
LA_MADISON,0.002
LA_MOREHOUSE,0.004
LA_NATCHITOCHES,0.003
LA_ORLEANS,0.028999999999999998
LA_OUACHITA,0.009000000000000001
LA_PLAQUEMINES,0.032
LA_POINTECOUPEE,0.002
LA_RAPIDES,0.012
LA_REDRIVER,0.001
LA_RICHLAND,0.003
LA_SABINE,0.002
LA_STBERNARD,0.019
LA_STCHARLES,0.008
LA_STHELENA,0.001
LA_STJAMES,0.001
LA_STJOHNTHEBAPTIST,0.006999999999999999
LA_STLANDRY,0.004
LA_STMARTIN,0.008
LA_STMARY,0.017
LA_STTAMMANY,0.013000000000000001
LA_TANGIPAHOA,0.006
LA_TENSAS,0.002
LA_TERREBONNE,0.01
LA_UNION,0.001
LA_VERMILION,0.02
LA_VERNON,0.018000000000000002
LA_WASHINGTON,0.002
LA_WEBSTER,0.003
LA_WESTBATONROUGE,0.003
LA_WESTCARROLL,0.002
LA_WESTFELICIANA,0.002
LA_WINN,0.003
ME_ANDROSCOGGIN,0.006999999999999999
ME_AROOSTOOK,0.004
ME_CUMBERLAND,0.02
ME_FRANKLIN,0.004
ME_HANCOCK,0.008
ME_KENNEBEC,0.006999999999999999
ME_KNOX,0.005
ME_LINCOLN,0.005
ME_OXFORD,0.006
ME_PENOBSCOT,0.009000000000000001
ME_PISCATAQUIS,0.006999999999999999
ME_SAGADAHOC,0.008
ME_SOMERSET,0.006
ME_WALDO,0.004
ME_WASHINGTON,0.005
ME_YORK,0.011000000000000001
MD_ALLEGANY,0.008
MD_ANNEARUNDEL,0.034
MD_BALTIMORE,0.05
MD_CALVERT,0.013999999999999999
MD_CAROLINE,0.006
MD_CARROLL,0.013999999999999999
MD_CECIL,0.011000000000000001
MD_CHARLES,0.03
MD_DORCHESTER,0.009000000000000001
MD_FREDERICK,0.038
MD_GARRETT,0.003
MD_HARFORD,0.024
MD_HOWARD,0.14400000000000002
MD_KENT,0.008
MD_MONTGOMERY,0.139
MD_PRINCEGEORGE'S,0.040999999999999995
MD_QUEENANNE'S,0.01
MD_STMARY'S,0.025
MD_SOMERSET,0.006999999999999999
MD_TALBOT,0.012
MD_WASHINGTON,0.013999999999999999
MD_WICOMICO,0.025
MD_WORCESTER,0.011000000000000001
MD_BALTIMORECITY,0.023
MA_BARNSTABLE,0.011000000000000001
MA_BERKSHIRE,0.012
MA_BRISTOL,0.019
MA_DUKES,0.008
MA_ESSEX,0.031
MA_FRANKLIN,0.013000000000000001
MA_HAMPDEN,0.02
MA_HAMPSHIRE,0.045
MA_MIDDLESEX,0.09300000000000001
MA_NANTUCKET,0.012
MA_NORFOLK,0.086
MA_PLYMOUTH,0.012
MA_SUFFOLK,0.08199999999999999
MA_WORCESTER,0.04
MI_ALCONA,0.002
MI_ALGER,0.003
MI_ALLEGAN,0.006
MI_ALPENA,0.005
MI_ANTRIM,0.002
MI_ARENAC,0.002
MI_BARAGA,0.001
MI_BARRY,0.004
MI_BAY,0.005
MI_BENZIE,0.003
MI_BERRIEN,0.016
MI_BRANCH,0.005
MI_CALHOUN,0.016
MI_CASS,0.006
MI_CHARLEVOIX,0.004
MI_CHEBOYGAN,0.003
MI_CHIPPEWA,0.006
MI_CLARE,0.003
MI_CLINTON,0.015
MI_CRAWFORD,0.004
MI_DELTA,0.004
MI_DICKINSON,0.005
MI_EATON,0.017
MI_EMMET,0.005
MI_GENESEE,0.009000000000000001
MI_GLADWIN,0.003
MI_GOGEBIC,0.002
MI_GRANDTRAVERSE,0.006999999999999999
MI_GRATIOT,0.003
MI_HILLSDALE,0.004
MI_HOUGHTON,0.028999999999999998
MI_HURON,0.004
MI_INGHAM,0.052000000000000005
MI_IONIA,0.004
MI_IOSCO,0.005
MI_IRON,0.003
MI_ISABELLA,0.016
MI_JACKSON,0.006999999999999999
MI_KALAMAZOO,0.021
MI_KALKASKA,0.002
MI_KENT,0.023
MI_KEWEENAW,0.0
MI_LAKE,0.001
MI_LAPEER,0.003
MI_LEELANAU,0.004
MI_LENAWEE,0.005
MI_LIVINGSTON,0.008
MI_LUCE,0.003
MI_MACKINAC,0.002
MI_MACOMB,0.03
MI_MANISTEE,0.003
MI_MARQUETTE,0.006
MI_MASON,0.005
MI_MECOSTA,0.006999999999999999
MI_MENOMINEE,0.003
MI_MIDLAND,0.019
MI_MISSAUKEE,0.003
MI_MONROE,0.006
MI_MONTCALM,0.004
MI_MONTMORENCY,0.002
MI_MUSKEGON,0.005
MI_NEWAYGO,0.004
MI_OAKLAND,0.055999999999999994
MI_OCEANA,0.002
MI_OGEMAW,0.004
MI_ONTONAGON,0.002
MI_OSCEOLA,0.002
MI_OSCODA,0.001
MI_OTSEGO,0.004
MI_OTTAWA,0.026000000000000002
MI_PRESQUEISLE,0.003
MI_ROSCOMMON,0.003
MI_SAGINAW,0.011000000000000001
MI_STCLAIR,0.005
MI_STJOSEPH,0.006999999999999999
MI_SANILAC,0.003
MI_SCHOOLCRAFT,0.002
MI_SHIAWASSEE,0.004
MI_TUSCOLA,0.003
MI_VANBUREN,0.004
MI_WASHTENAW,0.079
MI_WAYNE,0.025
MI_WEXFORD,0.006
MN_AITKIN,0.002
MN_ANOKA,0.039
MN_BECKER,0.004
MN_BELTRAMI,0.006999999999999999
MN_BENTON,0.011000000000000001
MN_BIGSTONE,0.001
MN_BLUEEARTH,0.02
MN_BROWN,0.006
MN_CARLTON,0.005
MN_CARVER,0.027000000000000003
MN_CASS,0.003
MN_CHIPPEWA,0.005
MN_CHISAGO,0.009000000000000001
MN_CLAY,0.013999999999999999
MN_CLEARWATER,0.002
MN_COOK,0.005
MN_COTTONWOOD,0.027000000000000003
MN_CROWWING,0.004
MN_DAKOTA,0.044000000000000004
MN_DODGE,0.004
MN_DOUGLAS,0.005
MN_FARIBAULT,0.003
MN_FILLMORE,0.003
MN_FREEBORN,0.008
MN_GOODHUE,0.006
MN_GRANT,0.002
MN_HENNEPIN,0.062
MN_HOUSTON,0.005
MN_HUBBARD,0.002
MN_ISANTI,0.008
MN_ITASCA,0.003
MN_JACKSON,0.013999999999999999
MN_KANABEC,0.003
MN_KANDIYOHI,0.004
MN_KITTSON,0.004
MN_KOOCHICHING,0.003
MN_LACQUIPARLE,0.004
MN_LAKE,0.003
MN_LAKEOFTHEWOODS,0.008
MN_LESUEUR,0.006
MN_LINCOLN,0.002
MN_LYON,0.026000000000000002
MN_MCLEOD,0.006999999999999999
MN_MAHNOMEN,0.001
MN_MARSHALL,0.002
MN_MARTIN,0.005
MN_MEEKER,0.003
MN_MILLELACS,0.003
MN_MORRISON,0.003
MN_MOWER,0.017
MN_MURRAY,0.009000000000000001
MN_NICOLLET,0.013000000000000001
MN_NOBLES,0.055
MN_NORMAN,0.004
MN_OLMSTED,0.054000000000000006
MN_OTTERTAIL,0.005
MN_PENNINGTON,0.006
MN_PINE,0.004
MN_PIPESTONE,0.006999999999999999
MN_POLK,0.006999999999999999
MN_POPE,0.004
MN_RAMSEY,0.11699999999999999
MN_REDLAKE,0.001
MN_REDWOOD,0.032
MN_RENVILLE,0.003
MN_RICE,0.02
MN_ROCK,0.005
MN_ROSEAU,0.025
MN_STLOUIS,0.009000000000000001
MN_SCOTT,0.057
MN_SHERBURNE,0.013000000000000001
MN_SIBLEY,0.006
MN_STEARNS,0.02
MN_STEELE,0.008
MN_STEVENS,0.015
MN_SWIFT,0.002
MN_TODD,0.004
MN_TRAVERSE,0.001
MN_WABASHA,0.004
MN_WADENA,0.003
MN_WASECA,0.006999999999999999
MN_WASHINGTON,0.051
MN_WATONWAN,0.008
MN_WILKIN,0.003
MN_WINONA,0.021
MN_WRIGHT,0.012
MN_YELLOWMEDICINE,0.003
MS_ADAMS,0.004
MS_ALCORN,0.003
MS_AMITE,0.001
MS_ATTALA,0.003
MS_BENTON,0.001
MS_BOLIVAR,0.006
MS_CALHOUN,0.001
MS_CARROLL,0.002
MS_CHICKASAW,0.003
MS_CHOCTAW,0.001
MS_CLAIBORNE,0.004
MS_CLARKE,0.002
MS_CLAY,0.002
MS_COAHOMA,0.005
MS_COPIAH,0.003
MS_COVINGTON,0.002
MS_DESOTO,0.013000000000000001
MS_FORREST,0.006999999999999999
MS_FRANKLIN,0.001
MS_GEORGE,0.002
MS_GREENE,0.001
MS_GRENADA,0.003
MS_HANCOCK,0.01
MS_HARRISON,0.027999999999999997
MS_HINDS,0.008
MS_HOLMES,0.002
MS_HUMPHREYS,0.002
MS_ISSAQUENA,0.004
MS_ITAWAMBA,0.002
MS_JACKSON,0.022000000000000002
MS_JASPER,0.001
MS_JEFFERSON,0.0
MS_JEFFERSONDAVIS,0.001
MS_JONES,0.004
MS_KEMPER,0.001
MS_LAFAYETTE,0.021
MS_LAMAR,0.012
MS_LAUDERDALE,0.006999999999999999
MS_LAWRENCE,0.003
MS_LEAKE,0.002
MS_LEE,0.006
MS_LEFLORE,0.006
MS_LINCOLN,0.003
MS_LOWNDES,0.006999999999999999
MS_MADISON,0.021
MS_MARION,0.003
MS_MARSHALL,0.002
MS_MONROE,0.002
MS_MONTGOMERY,0.004
MS_NESHOBA,0.003
MS_NEWTON,0.002
MS_NOXUBEE,0.002
MS_OKTIBBEHA,0.024
MS_PANOLA,0.002
MS_PEARLRIVER,0.004
MS_PERRY,0.002
MS_PIKE,0.006
MS_PONTOTOC,0.002
MS_PRENTISS,0.001
MS_QUITMAN,0.001
MS_RANKIN,0.011000000000000001
MS_SCOTT,0.002
MS_SHARKEY,0.002
MS_SIMPSON,0.003
MS_SMITH,0.001
MS_STONE,0.003
MS_SUNFLOWER,0.003
MS_TALLAHATCHIE,0.008
MS_TATE,0.002
MS_TIPPAH,0.002
MS_TISHOMINGO,0.001
MS_TUNICA,0.006
MS_UNION,0.002
MS_WALTHALL,0.002
MS_WARREN,0.008
MS_WASHINGTON,0.006
MS_WAYNE,0.002
MS_WEBSTER,0.001
MS_WILKINSON,0.0
MS_WINSTON,0.002
MS_YALOBUSHA,0.002
MS_YAZOO,0.004
MO_ADAIR,0.018000000000000002
MO_ANDREW,0.004
MO_ATCHISON,0.002
MO_AUDRAIN,0.005
MO_BARRY,0.013000000000000001
MO_BARTON,0.002
MO_BATES,0.002
MO_BENTON,0.003
MO_BOLLINGER,0.002
MO_BOONE,0.038
MO_BUCHANAN,0.008
MO_BUTLER,0.006999999999999999
MO_CALDWELL,0.002
MO_CALLAWAY,0.006
MO_CAMDEN,0.004
MO_CAPEGIRARDEAU,0.012
MO_CARROLL,0.001
MO_CARTER,0.001
MO_CASS,0.006
MO_CEDAR,0.003
MO_CHARITON,0.001
MO_CHRISTIAN,0.005
MO_CLARK,0.003
MO_CLAY,0.021
MO_CLINTON,0.003
MO_COLE,0.013000000000000001
MO_COOPER,0.004
MO_CRAWFORD,0.003
MO_DADE,0.003
MO_DALLAS,0.002
MO_DAVIESS,0.001
MO_DEKALB,0.002
MO_DENT,0.003
MO_DOUGLAS,0.002
MO_DUNKLIN,0.003
MO_FRANKLIN,0.004
MO_GASCONADE,0.003
MO_GENTRY,0.003
MO_GREENE,0.016
MO_GRUNDY,0.004
MO_HARRISON,0.002
MO_HENRY,0.002
MO_HICKORY,0.002
MO_HOLT,0.003
MO_HOWARD,0.003
MO_HOWELL,0.005
MO_IRON,0.001
MO_JACKSON,0.016
MO_JASPER,0.01
MO_JEFFERSON,0.006
MO_JOHNSON,0.015
MO_KNOX,0.002
MO_LACLEDE,0.004
MO_LAFAYETTE,0.004
MO_LAWRENCE,0.004
MO_LEWIS,0.002
MO_LINCOLN,0.004
MO_LINN,0.002
MO_LIVINGSTON,0.003
MO_MCDONALD,0.008
MO_MACON,0.004
MO_MADISON,0.003
MO_MARIES,0.001
MO_MARION,0.005
MO_MERCER,0.005
MO_MILLER,0.003
MO_MISSISSIPPI,0.002
MO_MONITEAU,0.004
MO_MONROE,0.003
MO_MONTGOMERY,0.003
MO_MORGAN,0.004
MO_NEWMADRID,0.004
MO_NEWTON,0.013000000000000001
MO_NODAWAY,0.016
MO_OREGON,0.003
MO_OSAGE,0.001
MO_OZARK,0.001
MO_PEMISCOT,0.002
MO_PERRY,0.004
MO_PETTIS,0.006
MO_PHELPS,0.028999999999999998
MO_PIKE,0.002
MO_PLATTE,0.023
MO_POLK,0.003
MO_PULASKI,0.026000000000000002
MO_PUTNAM,0.005
MO_RALLS,0.002
MO_RANDOLPH,0.004
MO_RAY,0.003
MO_REYNOLDS,0.002
MO_RIPLEY,0.003
MO_STCHARLES,0.022000000000000002
MO_STCLAIR,0.001
MO_STEGENEVIEVE,0.003
MO_STFRANCOIS,0.004
MO_STLOUIS,0.035
MO_SALINE,0.005
MO_SCHUYLER,0.002
MO_SCOTLAND,0.002
MO_SCOTT,0.003
MO_SHANNON,0.002
MO_SHELBY,0.002
MO_STODDARD,0.002
MO_STONE,0.003
MO_SULLIVAN,0.001
MO_TANEY,0.006999999999999999
MO_TEXAS,0.003
MO_VERNON,0.005
MO_WARREN,0.004
MO_WASHINGTON,0.002
MO_WAYNE,0.002
MO_WEBSTER,0.002
MO_WORTH,0.003
MO_WRIGHT,0.003
MO_STLOUISCITY,0.028999999999999998
MT_BEAVERHEAD,0.004
MT_BIGHORN,0.005
MT_BLAINE,0.001
MT_BROADWATER,0.002
MT_CARBON,0.002
MT_CARTER,0.001
MT_CASCADE,0.008
MT_CHOUTEAU,0.004
MT_CUSTER,0.003
MT_DANIELS,0.002
MT_DAWSON,0.003
MT_DEERLODGE,0.003
MT_FALLON,0.006
MT_FERGUS,0.002
MT_FLATHEAD,0.006
MT_GALLATIN,0.011000000000000001
MT_GARFIELD,0.001
MT_GLACIER,0.002
MT_GOLDENVALLEY,0.006999999999999999
MT_GRANITE,0.001
MT_HILL,0.004
MT_JEFFERSON,0.004
MT_JUDITHBASIN,0.001
MT_LAKE,0.004
MT_LEWISANDCLARK,0.006
MT_LIBERTY,0.001
MT_LINCOLN,0.003
MT_MCCONE,0.001
MT_MADISON,0.003
MT_MEAGHER,0.003
MT_MINERAL,0.006999999999999999
MT_MISSOULA,0.011000000000000001
MT_MUSSELSHELL,0.002
MT_PARK,0.003
MT_PETROLEUM,0.0
MT_PHILLIPS,0.002
MT_PONDERA,0.002
MT_POWDERRIVER,0.002
MT_POWELL,0.005
MT_PRAIRIE,0.005
MT_RAVALLI,0.005
MT_RICHLAND,0.002
MT_ROOSEVELT,0.004
MT_ROSEBUD,0.005
MT_SANDERS,0.003
MT_SHERIDAN,0.004
MT_SILVERBOW,0.005
MT_STILLWATER,0.003
MT_SWEETGRASS,0.006999999999999999
MT_TETON,0.001
MT_TOOLE,0.004
MT_TREASURE,0.004
MT_VALLEY,0.005
MT_WHEATLAND,0.006
MT_WIBAUX,0.005
MT_YELLOWSTONE,0.006
MT_YELLOWSTONENATIONALPARK,0.0
NE_ADAMS,0.013999999999999999
NE_ANTELOPE,0.003
NE_ARTHUR,0.002
NE_BANNER,0.0
NE_BLAINE,0.0
NE_BOONE,0.002
NE_BOXBUTTE,0.003
NE_BOYD,0.008
NE_BROWN,0.002
NE_BUFFALO,0.013000000000000001
NE_BURT,0.002
NE_BUTLER,0.003
NE_CASS,0.003
NE_CEDAR,0.001
NE_CHASE,0.001
NE_CHERRY,0.004
NE_CHEYENNE,0.016
NE_CLAY,0.002
NE_COLFAX,0.003
NE_CUMING,0.002
NE_CUSTER,0.001
NE_DAKOTA,0.03
NE_DAWES,0.01
NE_DAWSON,0.006
NE_DEUEL,0.003
NE_DIXON,0.002
NE_DODGE,0.005
NE_DOUGLAS,0.027000000000000003
NE_DUNDY,0.001
NE_FILLMORE,0.002
NE_FRANKLIN,0.001
NE_FRONTIER,0.001
NE_FURNAS,0.002
NE_GAGE,0.004
NE_GARDEN,0.0
NE_GARFIELD,0.001
NE_GOSPER,0.002
NE_GRANT,0.002
NE_GREELEY,0.001
NE_HALL,0.01
NE_HAMILTON,0.002
NE_HARLAN,0.002
NE_HAYES,0.003
NE_HITCHCOCK,0.001
NE_HOLT,0.002
NE_HOOKER,0.0
NE_HOWARD,0.002
NE_JEFFERSON,0.002
NE_JOHNSON,0.013999999999999999
NE_KEARNEY,0.002
NE_KEITH,0.004
NE_KEYAPAHA,0.001
NE_KIMBALL,0.006999999999999999
NE_KNOX,0.002
NE_LANCASTER,0.035
NE_LINCOLN,0.005
NE_LOGAN,0.001
NE_LOUP,0.0
NE_MCPHERSON,0.0
NE_MADISON,0.005
NE_MERRICK,0.008
NE_MORRILL,0.004
NE_NANCE,0.001
NE_NEMAHA,0.004
NE_NUCKOLLS,0.002
NE_OTOE,0.004
NE_PAWNEE,0.003
NE_PERKINS,0.002
NE_PHELPS,0.002
NE_PIERCE,0.002
NE_PLATTE,0.005
NE_POLK,0.001
NE_REDWILLOW,0.003
NE_RICHARDSON,0.003
NE_ROCK,0.002
NE_SALINE,0.016
NE_SARPY,0.021
NE_SAUNDERS,0.004
NE_SCOTTSBLUFF,0.006
NE_SEWARD,0.004
NE_SHERIDAN,0.003
NE_SHERMAN,0.003
NE_SIOUX,0.001
NE_STANTON,0.001
NE_THAYER,0.003
NE_THOMAS,0.003
NE_THURSTON,0.001
NE_VALLEY,0.003
NE_WASHINGTON,0.003
NE_WAYNE,0.005
NE_WEBSTER,0.003
NE_WHEELER,0.005
NE_YORK,0.004
NV_CHURCHILL,0.027000000000000003
NV_CLARK,0.087
NV_DOUGLAS,0.015
NV_ELKO,0.009000000000000001
NV_ESMERALDA,0.004
NV_EUREKA,0.009000000000000001
NV_HUMBOLDT,0.006999999999999999
NV_LANDER,0.004
NV_LINCOLN,0.006999999999999999
NV_LYON,0.013999999999999999
NV_MINERAL,0.011000000000000001
NV_NYE,0.013000000000000001
NV_PERSHING,0.013000000000000001
NV_STOREY,0.016
NV_WASHOE,0.052000000000000005
NV_WHITEPINE,0.01
NV_CARSONCITY,0.021
NH_BELKNAP,0.012
NH_CARROLL,0.006
NH_CHESHIRE,0.012
NH_COOS,0.005
NH_GRAFTON,0.03
NH_HILLSBOROUGH,0.032
NH_MERRIMACK,0.016
NH_ROCKINGHAM,0.017
NH_STRAFFORD,0.026000000000000002
NH_SULLIVAN,0.006
NJ_ATLANTIC,0.075
NJ_BERGEN,0.145
NJ_BURLINGTON,0.043
NJ_CAMDEN,0.051
NJ_CAPEMAY,0.009000000000000001
NJ_CUMBERLAND,0.012
NJ_ESSEX,0.046
NJ_GLOUCESTER,0.026000000000000002
NJ_HUDSON,0.134
NJ_HUNTERDON,0.033
NJ_MERCER,0.08900000000000001
NJ_MIDDLESEX,0.214
NJ_MONMOUTH,0.05
NJ_MORRIS,0.09
NJ_OCEAN,0.017
NJ_PASSAIC,0.05
NJ_SALEM,0.008
NJ_SOMERSET,0.141
NJ_SUSSEX,0.018000000000000002
NJ_UNION,0.046
NJ_WARREN,0.025
NM_BERNALILLO,0.023
NM_CATRON,0.002
NM_CHAVES,0.006
NM_CIBOLA,0.005
NM_COLFAX,0.004
NM_CURRY,0.013000000000000001
NM_DEBACA,0.0
NM_DONAANA,0.011000000000000001
NM_EDDY,0.006999999999999999
NM_GRANT,0.004
NM_GUADALUPE,0.013000000000000001
NM_HARDING,0.0
NM_HIDALGO,0.005
NM_LEA,0.005
NM_LINCOLN,0.004
NM_LOSALAMOS,0.06
NM_LUNA,0.005
NM_MCKINLEY,0.008
NM_MORA,0.003
NM_OTERO,0.012
NM_QUAY,0.01
NM_RIOARRIBA,0.004
NM_ROOSEVELT,0.009000000000000001
NM_SANDOVAL,0.015
NM_SANJUAN,0.004
NM_SANMIGUEL,0.008
NM_SANTAFE,0.012
NM_SIERRA,0.004
NM_SOCORRO,0.012
NM_TAOS,0.006999999999999999
NM_TORRANCE,0.004
NM_UNION,0.005
NM_VALENCIA,0.005
NY_ALBANY,0.048
NY_ALLEGANY,0.009000000000000001
NY_BRONX,0.036000000000000004
NY_BROOME,0.035
NY_CATTARAUGUS,0.006999999999999999
NY_CAYUGA,0.005
NY_CHAUTAUQUA,0.005
NY_CHEMUNG,0.012
NY_CHENANGO,0.004
NY_CLINTON,0.011000000000000001
NY_COLUMBIA,0.016
NY_CORTLAND,0.008
NY_DELAWARE,0.008
NY_DUTCHESS,0.035
NY_ERIE,0.026000000000000002
NY_ESSEX,0.006999999999999999
NY_FRANKLIN,0.004
NY_FULTON,0.006
NY_GENESEE,0.006
NY_GREENE,0.008
NY_HAMILTON,0.005
NY_HERKIMER,0.005
NY_JEFFERSON,0.013000000000000001
NY_KINGS,0.105
NY_LEWIS,0.003
NY_LIVINGSTON,0.012
NY_MADISON,0.008
NY_MONROE,0.033
NY_MONTGOMERY,0.006999999999999999
NY_NASSAU,0.076
NY_NEWYORK,0.113
NY_NIAGARA,0.008
NY_ONEIDA,0.027999999999999997
NY_ONONDAGA,0.031
NY_ONTARIO,0.01
NY_ORANGE,0.024
NY_ORLEANS,0.004
NY_OSWEGO,0.006
NY_OTSEGO,0.011000000000000001
NY_PUTNAM,0.019
NY_QUEENS,0.22899999999999998
NY_RENSSELAER,0.022000000000000002
NY_RICHMOND,0.075
NY_ROCKLAND,0.062
NY_STLAWRENCE,0.01
NY_SARATOGA,0.018000000000000002
NY_SCHENECTADY,0.032
NY_SCHOHARIE,0.006999999999999999
NY_SCHUYLER,0.003
NY_SENECA,0.006999999999999999
NY_STEUBEN,0.012
NY_SUFFOLK,0.034
NY_SULLIVAN,0.013999999999999999
NY_TIOGA,0.006999999999999999
NY_TOMPKINS,0.086
NY_ULSTER,0.017
NY_WARREN,0.006999999999999999
NY_WASHINGTON,0.004
NY_WAYNE,0.005
NY_WESTCHESTER,0.054000000000000006
NY_WYOMING,0.004
NY_YATES,0.004
NC_ALAMANCE,0.012
NC_ALEXANDER,0.01
NC_ALLEGHANY,0.005
NC_ANSON,0.011000000000000001
NC_ASHE,0.004
NC_AVERY,0.003
NC_BEAUFORT,0.003
NC_BERTIE,0.005
NC_BLADEN,0.002
NC_BRUNSWICK,0.005
NC_BUNCOMBE,0.01
NC_BURKE,0.035
NC_CABARRUS,0.02
NC_CALDWELL,0.005
NC_CAMDEN,0.015
NC_CARTERET,0.009000000000000001
NC_CASWELL,0.003
NC_CATAWBA,0.035
NC_CHATHAM,0.011000000000000001
NC_CHEROKEE,0.005
NC_CHOWAN,0.004
NC_CLAY,0.002
NC_CLEVELAND,0.008
NC_COLUMBUS,0.003
NC_CRAVEN,0.02
