STATE_COUNTY,HISPANICPER
KS_ELLSWORTH,0.05
KS_FINNEY,0.467
KS_FORD,0.512
KS_FRANKLIN,0.036000000000000004
KS_GEARY,0.124
KS_GOVE,0.016
KS_GRAHAM,0.023
KS_GRANT,0.439
KS_GRAY,0.142
KS_GREELEY,0.13699999999999998
KS_GREENWOOD,0.033
KS_HAMILTON,0.307
KS_HARPER,0.049
KS_HARVEY,0.10800000000000001
KS_HASKELL,0.27
KS_HODGEMAN,0.062
KS_JACKSON,0.033
KS_JEFFERSON,0.018000000000000002
KS_JEWELL,0.02
KS_JOHNSON,0.07200000000000001
KS_KEARNY,0.285
KS_KINGMAN,0.025
KS_KIOWA,0.039
KS_LABETTE,0.04
KS_LANE,0.042
KS_LEAVENWORTH,0.057
KS_LINCOLN,0.022000000000000002
KS_LINN,0.019
KS_LOGAN,0.028999999999999998
KS_LYON,0.201
KS_MCPHERSON,0.035
KS_MARION,0.023
KS_MARSHALL,0.019
KS_MEADE,0.14800000000000002
KS_MIAMI,0.025
KS_MITCHELL,0.011000000000000001
KS_MONTGOMERY,0.052000000000000005
KS_MORRIS,0.036000000000000004
KS_MORTON,0.193
KS_NEMAHA,0.012
KS_NEOSHO,0.042
KS_NESS,0.07400000000000001
KS_NORTON,0.042
KS_OSAGE,0.02
KS_OSBORNE,0.012
KS_OTTAWA,0.02
KS_PAWNEE,0.066
KS_PHILLIPS,0.021
KS_POTTAWATOMIE,0.044000000000000004
KS_PRATT,0.054000000000000006
KS_RAWLINS,0.032
KS_RENO,0.081
KS_REPUBLIC,0.011000000000000001
KS_RICE,0.10099999999999999
KS_RILEY,0.065
KS_ROOKS,0.021
KS_RUSH,0.025
KS_RUSSELL,0.016
KS_SALINE,0.09699999999999999
KS_SCOTT,0.153
KS_SEDGWICK,0.13
KS_SEWARD,0.5660000000000001
KS_SHAWNEE,0.10800000000000001
KS_SHERIDAN,0.033
KS_SHERMAN,0.10800000000000001
KS_SMITH,0.015
KS_STAFFORD,0.11900000000000001
KS_STANTON,0.37
KS_STEVENS,0.326
KS_SUMNER,0.045
KS_THOMAS,0.047
KS_TREGO,0.017
KS_WABAUNSEE,0.028999999999999998
KS_WALLACE,0.073
KS_WASHINGTON,0.025
KS_WICHITA,0.24600000000000002
KS_WILSON,0.023
KS_WOODSON,0.021
KS_WYANDOTTE,0.264
KY_ADAIR,0.017
KY_ALLEN,0.015
KY_ANDERSON,0.013000000000000001
KY_BALLARD,0.011000000000000001
KY_BARREN,0.026000000000000002
KY_BATH,0.013999999999999999
KY_BELL,0.006999999999999999
KY_BOONE,0.035
KY_BOURBON,0.068
KY_BOYD,0.013999999999999999
KY_BOYLE,0.027999999999999997
KY_BRACKEN,0.011000000000000001
KY_BREATHITT,0.006
KY_BRECKINRIDGE,0.009000000000000001
KY_BULLITT,0.013999999999999999
KY_BUTLER,0.025
KY_CALDWELL,0.01
KY_CALLOWAY,0.024
KY_CAMPBELL,0.017
KY_CARLISLE,0.016
KY_CARROLL,0.073
KY_CARTER,0.012
KY_CASEY,0.024
KY_CHRISTIAN,0.061
KY_CLARK,0.025
KY_CLAY,0.018000000000000002
KY_CLINTON,0.022000000000000002
KY_CRITTENDEN,0.005
KY_CUMBERLAND,0.009000000000000001
KY_DAVIESS,0.026000000000000002
KY_EDMONSON,0.008
KY_ELLIOTT,0.008
KY_ESTILL,0.006999999999999999
KY_FAYETTE,0.069
KY_FLEMING,0.01
KY_FLOYD,0.006
KY_FRANKLIN,0.027999999999999997
KY_FULTON,0.008
KY_GALLATIN,0.043
KY_GARRARD,0.024
KY_GRANT,0.023
KY_GRAVES,0.057
KY_GRAYSON,0.01
KY_GREEN,0.013999999999999999
KY_GREENUP,0.008
KY_HANCOCK,0.011000000000000001
KY_HARDIN,0.05
KY_HARLAN,0.006999999999999999
KY_HARRISON,0.018000000000000002
KY_HART,0.013999999999999999
KY_HENDERSON,0.019
KY_HENRY,0.028999999999999998
KY_HICKMAN,0.012
KY_HOPKINS,0.016
KY_JACKSON,0.006
KY_JEFFERSON,0.044000000000000004
KY_JESSAMINE,0.027999999999999997
KY_JOHNSON,0.005
KY_KENTON,0.026000000000000002
KY_KNOTT,0.006
KY_KNOX,0.008
KY_LARUE,0.027999999999999997
KY_LAUREL,0.012
KY_LAWRENCE,0.005
KY_LEE,0.006999999999999999
KY_LESLIE,0.004
KY_LETCHER,0.005
KY_LEWIS,0.006
KY_LINCOLN,0.015
KY_LIVINGSTON,0.013000000000000001
KY_LOGAN,0.024
KY_LYON,0.009000000000000001
KY_MCCRACKEN,0.021
KY_MCCREARY,0.021
KY_MCLEAN,0.011000000000000001
KY_MADISON,0.022000000000000002
KY_MAGOFFIN,0.006999999999999999
KY_MARION,0.024
KY_MARSHALL,0.011000000000000001
KY_MARTIN,0.03
KY_MASON,0.013999999999999999
KY_MEADE,0.03
KY_MENIFEE,0.008
KY_MERCER,0.023
KY_METCALFE,0.011000000000000001
KY_MONROE,0.026000000000000002
KY_MONTGOMERY,0.025
KY_MORGAN,0.008
KY_MUHLENBERG,0.012
KY_NELSON,0.02
KY_NICHOLAS,0.013999999999999999
KY_OHIO,0.035
KY_OLDHAM,0.035
KY_OWEN,0.023
KY_OWSLEY,0.008
KY_PENDLETON,0.01
KY_PERRY,0.006
KY_PIKE,0.006999999999999999
KY_POWELL,0.01
KY_PULASKI,0.021
KY_ROBERTSON,0.01
KY_ROCKCASTLE,0.006
KY_ROWAN,0.013000000000000001
KY_RUSSELL,0.033
KY_SCOTT,0.042
KY_SHELBY,0.091
KY_SIMPSON,0.019
KY_SPENCER,0.013999999999999999
KY_TAYLOR,0.018000000000000002
KY_TODD,0.04
KY_TRIGG,0.012
KY_TRIMBLE,0.025
KY_UNION,0.016
KY_WARREN,0.045
KY_WASHINGTON,0.034
KY_WAYNE,0.028999999999999998
KY_WEBSTER,0.043
KY_WHITLEY,0.009000000000000001
KY_WOLFE,0.006
KY_WOODFORD,0.067
LA_ACADIA,0.017
LA_ALLEN,0.013000000000000001
LA_ASCENSION,0.047
LA_ASSUMPTION,0.021
LA_AVOYELLES,0.013999999999999999
LA_BEAUREGARD,0.027999999999999997
LA_BIENVILLE,0.013999999999999999
LA_BOSSIER,0.06
LA_CADDO,0.024
LA_CALCASIEU,0.026000000000000002
LA_CALDWELL,0.022000000000000002
LA_CAMERON,0.023
LA_CATAHOULA,0.009000000000000001
LA_CLAIBORNE,0.01
LA_CONCORDIA,0.01
LA_DESOTO,0.025
LA_EASTBATONROUGE,0.037000000000000005
LA_EASTCARROLL,0.016
LA_EASTFELICIANA,0.01
LA_EVANGELINE,0.023
LA_FRANKLIN,0.009000000000000001
LA_GRANT,0.042
LA_IBERIA,0.031
LA_IBERVILLE,0.02
LA_JACKSON,0.013000000000000001
LA_JEFFERSON,0.124
LA_JEFFERSONDAVIS,0.017
LA_LAFAYETTE,0.039
LA_LAFOURCHE,0.038
LA_LASALLE,0.022000000000000002
LA_LINCOLN,0.025
LA_LIVINGSTON,0.03
LA_MADISON,0.016
LA_MOREHOUSE,0.009000000000000001
LA_NATCHITOCHES,0.019
LA_ORLEANS,0.052000000000000005
LA_OUACHITA,0.018000000000000002
LA_PLAQUEMINES,0.046
LA_POINTECOUPEE,0.022000000000000002
LA_RAPIDES,0.026000000000000002
LA_REDRIVER,0.011000000000000001
LA_RICHLAND,0.016
LA_SABINE,0.034
LA_STBERNARD,0.092
LA_STCHARLES,0.05
LA_STHELENA,0.009000000000000001
LA_STJAMES,0.012
LA_STJOHNTHEBAPTIST,0.047
LA_STLANDRY,0.016
LA_STMARTIN,0.021
LA_STMARY,0.053
LA_STTAMMANY,0.047
LA_TANGIPAHOA,0.035
LA_TENSAS,0.012
LA_TERREBONNE,0.04
LA_UNION,0.042
LA_VERMILION,0.024
LA_VERNON,0.07200000000000001
LA_WASHINGTON,0.019
LA_WEBSTER,0.016
LA_WESTBATONROUGE,0.023
LA_WESTCARROLL,0.026000000000000002
LA_WESTFELICIANA,0.016
LA_WINN,0.016
ME_ANDROSCOGGIN,0.015
ME_AROOSTOOK,0.009000000000000001
ME_CUMBERLAND,0.018000000000000002
ME_FRANKLIN,0.01
ME_HANCOCK,0.011000000000000001
ME_KENNEBEC,0.012
ME_KNOX,0.008
ME_LINCOLN,0.008
ME_OXFORD,0.01
ME_PENOBSCOT,0.011000000000000001
ME_PISCATAQUIS,0.01
ME_SAGADAHOC,0.013000000000000001
ME_SOMERSET,0.008
ME_WALDO,0.009000000000000001
ME_WASHINGTON,0.013999999999999999
ME_YORK,0.013000000000000001
MD_ALLEGANY,0.013999999999999999
MD_ANNEARUNDEL,0.061
MD_BALTIMORE,0.042
MD_CALVERT,0.027000000000000003
MD_CAROLINE,0.055
MD_CARROLL,0.026000000000000002
MD_CECIL,0.034
MD_CHARLES,0.043
MD_DORCHESTER,0.035
MD_FREDERICK,0.073
MD_GARRETT,0.006999999999999999
MD_HARFORD,0.035
MD_HOWARD,0.057999999999999996
MD_KENT,0.045
MD_MONTGOMERY,0.17
MD_PRINCEGEORGE'S,0.149
MD_QUEENANNE'S,0.03
MD_STMARY'S,0.038
MD_SOMERSET,0.033
MD_TALBOT,0.055
MD_WASHINGTON,0.035
MD_WICOMICO,0.045
MD_WORCESTER,0.032
MD_BALTIMORECITY,0.042
MA_BARNSTABLE,0.022000000000000002
MA_BERKSHIRE,0.035
MA_BRISTOL,0.06
MA_DUKES,0.023
MA_ESSEX,0.165
MA_FRANKLIN,0.032
MA_HAMPDEN,0.209
MA_HAMPSHIRE,0.047
MA_MIDDLESEX,0.065
MA_NANTUCKET,0.094
MA_NORFOLK,0.033
MA_PLYMOUTH,0.032
MA_SUFFOLK,0.19899999999999998
MA_WORCESTER,0.094
MI_ALCONA,0.011000000000000001
MI_ALGER,0.012
MI_ALLEGAN,0.067
MI_ALPENA,0.01
MI_ANTRIM,0.017
MI_ARENAC,0.013999999999999999
MI_BARAGA,0.01
MI_BARRY,0.023
MI_BAY,0.047
MI_BENZIE,0.017
MI_BERRIEN,0.045
MI_BRANCH,0.04
MI_CALHOUN,0.045
MI_CASS,0.03
MI_CHARLEVOIX,0.013999999999999999
MI_CHEBOYGAN,0.008
MI_CHIPPEWA,0.012
MI_CLARE,0.015
MI_CLINTON,0.039
MI_CRAWFORD,0.013000000000000001
MI_DELTA,0.009000000000000001
MI_DICKINSON,0.01
MI_EATON,0.047
MI_EMMET,0.013000000000000001
MI_GENESEE,0.03
MI_GLADWIN,0.012
MI_GOGEBIC,0.009000000000000001
MI_GRANDTRAVERSE,0.022000000000000002
MI_GRATIOT,0.054000000000000006
MI_HILLSDALE,0.018000000000000002
MI_HOUGHTON,0.011000000000000001
MI_HURON,0.02
MI_INGHAM,0.073
MI_IONIA,0.044000000000000004
MI_IOSCO,0.016
MI_IRON,0.013999999999999999
MI_ISABELLA,0.031
MI_JACKSON,0.03
MI_KALAMAZOO,0.04
MI_KALKASKA,0.012
MI_KENT,0.09699999999999999
MI_KEWEENAW,0.006999999999999999
MI_LAKE,0.021
MI_LAPEER,0.040999999999999995
MI_LEELANAU,0.037000000000000005
MI_LENAWEE,0.076
MI_LIVINGSTON,0.019
MI_LUCE,0.012
MI_MACKINAC,0.011000000000000001
MI_MACOMB,0.023
MI_MANISTEE,0.026000000000000002
MI_MARQUETTE,0.011000000000000001
MI_MASON,0.04
MI_MECOSTA,0.017
MI_MENOMINEE,0.012
MI_MIDLAND,0.02
MI_MISSAUKEE,0.021
MI_MONROE,0.031
MI_MONTCALM,0.031
MI_MONTMORENCY,0.01
MI_MUSKEGON,0.048
MI_NEWAYGO,0.055
MI_OAKLAND,0.035
MI_OCEANA,0.13699999999999998
MI_OGEMAW,0.013999999999999999
MI_ONTONAGON,0.009000000000000001
MI_OSCEOLA,0.015
MI_OSCODA,0.009000000000000001
MI_OTSEGO,0.012
MI_OTTAWA,0.086
MI_PRESQUEISLE,0.009000000000000001
MI_ROSCOMMON,0.011000000000000001
MI_SAGINAW,0.078
MI_STCLAIR,0.028999999999999998
MI_STJOSEPH,0.066
MI_SANILAC,0.033
MI_SCHOOLCRAFT,0.008
MI_SHIAWASSEE,0.024
MI_TUSCOLA,0.027999999999999997
MI_VANBUREN,0.102
MI_WASHTENAW,0.04
MI_WAYNE,0.052000000000000005
MI_WEXFORD,0.016
MN_AITKIN,0.009000000000000001
MN_ANOKA,0.036000000000000004
MN_BECKER,0.012
MN_BELTRAMI,0.015
MN_BENTON,0.016
MN_BIGSTONE,0.008
MN_BLUEEARTH,0.025
MN_BROWN,0.033
MN_CARLTON,0.013999999999999999
MN_CARVER,0.039
MN_CASS,0.012
MN_CHIPPEWA,0.049
MN_CHISAGO,0.015
MN_CLAY,0.035
MN_CLEARWATER,0.013999999999999999
MN_COOK,0.011000000000000001
MN_COTTONWOOD,0.062
MN_CROWWING,0.01
MN_DAKOTA,0.06
MN_DODGE,0.046
MN_DOUGLAS,0.009000000000000001
MN_FARIBAULT,0.055999999999999994
MN_FILLMORE,0.01
MN_FREEBORN,0.08800000000000001
MN_GOODHUE,0.028999999999999998
MN_GRANT,0.016
MN_HENNEPIN,0.067
MN_HOUSTON,0.006999999999999999
MN_HUBBARD,0.016
MN_ISANTI,0.015
MN_ITASCA,0.009000000000000001
MN_JACKSON,0.027000000000000003
MN_KANABEC,0.013000000000000001
MN_KANDIYOHI,0.11199999999999999
MN_KITTSON,0.015
MN_KOOCHICHING,0.011000000000000001
MN_LACQUIPARLE,0.015
MN_LAKE,0.006999999999999999
MN_LAKEOFTHEWOODS,0.009000000000000001
MN_LESUEUR,0.052000000000000005
MN_LINCOLN,0.012
MN_LYON,0.06
MN_MCLEOD,0.049
MN_MAHNOMEN,0.018000000000000002
MN_MARSHALL,0.036000000000000004
MN_MARTIN,0.036000000000000004
MN_MEEKER,0.033
MN_MILLELACS,0.013999999999999999
MN_MORRISON,0.012
MN_MOWER,0.106
MN_MURRAY,0.027999999999999997
MN_NICOLLET,0.037000000000000005
MN_NOBLES,0.225
MN_NORMAN,0.04
MN_OLMSTED,0.042
MN_OTTERTAIL,0.026000000000000002
MN_PENNINGTON,0.027000000000000003
MN_PINE,0.024
MN_PIPESTONE,0.037000000000000005
MN_POLK,0.054000000000000006
MN_POPE,0.009000000000000001
MN_RAMSEY,0.07200000000000001
MN_REDLAKE,0.025
MN_REDWOOD,0.021
MN_RENVILLE,0.066
MN_RICE,0.08
MN_ROCK,0.02
MN_ROSEAU,0.006999999999999999
MN_STLOUIS,0.012
MN_SCOTT,0.044000000000000004
MN_SHERBURNE,0.022000000000000002
MN_SIBLEY,0.07200000000000001
MN_STEARNS,0.027999999999999997
MN_STEELE,0.062
MN_STEVENS,0.035
MN_SWIFT,0.036000000000000004
MN_TODD,0.052000000000000005
MN_TRAVERSE,0.013999999999999999
MN_WABASHA,0.027000000000000003
MN_WADENA,0.013000000000000001
MN_WASECA,0.051
MN_WASHINGTON,0.034
MN_WATONWAN,0.209
MN_WILKIN,0.02
MN_WINONA,0.024
MN_WRIGHT,0.024
MN_YELLOWMEDICINE,0.038
MS_ADAMS,0.067
MS_ALCORN,0.027000000000000003
MS_AMITE,0.008
MS_ATTALA,0.017
MS_BENTON,0.017
MS_BOLIVAR,0.019
MS_CALHOUN,0.054000000000000006
MS_CARROLL,0.01
MS_CHICKASAW,0.037000000000000005
MS_CHOCTAW,0.009000000000000001
MS_CLAIBORNE,0.008
MS_CLARKE,0.008
MS_CLAY,0.01
MS_COAHOMA,0.011000000000000001
MS_COPIAH,0.026000000000000002
MS_COVINGTON,0.019
MS_DESOTO,0.05
MS_FORREST,0.035
MS_FRANKLIN,0.006
MS_GEORGE,0.02
MS_GREENE,0.009000000000000001
MS_GRENADA,0.009000000000000001
MS_HANCOCK,0.033
MS_HARRISON,0.053
MS_HINDS,0.015
MS_HOLMES,0.006999999999999999
MS_HUMPHREYS,0.022000000000000002
MS_ISSAQUENA,0.006
MS_ITAWAMBA,0.013000000000000001
MS_JACKSON,0.046
MS_JASPER,0.008
MS_JEFFERSON,0.004
MS_JEFFERSONDAVIS,0.008
MS_JONES,0.047
MS_KEMPER,0.005
MS_LAFAYETTE,0.023
MS_LAMAR,0.022000000000000002
MS_LAUDERDALE,0.018000000000000002
MS_LAWRENCE,0.021
MS_LEAKE,0.043
MS_LEE,0.024
MS_LEFLORE,0.023
MS_LINCOLN,0.009000000000000001
MS_LOWNDES,0.015
MS_MADISON,0.028999999999999998
MS_MARION,0.012
MS_MARSHALL,0.032
MS_MONROE,0.01
MS_MONTGOMERY,0.009000000000000001
MS_NESHOBA,0.016
MS_NEWTON,0.013000000000000001
MS_NOXUBEE,0.008
MS_OKTIBBEHA,0.013999999999999999
MS_PANOLA,0.013999999999999999
MS_PEARLRIVER,0.028999999999999998
MS_PERRY,0.01
MS_PIKE,0.012
MS_PONTOTOC,0.062
MS_PRENTISS,0.012
MS_QUITMAN,0.006999999999999999
MS_RANKIN,0.027000000000000003
MS_SCOTT,0.107
MS_SHARKEY,0.008
MS_SIMPSON,0.013999999999999999
MS_SMITH,0.012
MS_STONE,0.013000000000000001
MS_SUNFLOWER,0.013999999999999999
MS_TALLAHATCHIE,0.055999999999999994
MS_TATE,0.022000000000000002
MS_TIPPAH,0.044000000000000004
MS_TISHOMINGO,0.027999999999999997
MS_TUNICA,0.023
MS_UNION,0.045
MS_WALTHALL,0.015
MS_WARREN,0.018000000000000002
MS_WASHINGTON,0.01
MS_WAYNE,0.012
MS_WEBSTER,0.01
MS_WILKINSON,0.004
MS_WINSTON,0.01
MS_YALOBUSHA,0.012
MS_YAZOO,0.046
MO_ADAIR,0.02
MO_ANDREW,0.017
MO_ATCHISON,0.01
MO_AUDRAIN,0.026000000000000002
MO_BARRY,0.077
MO_BARTON,0.019
MO_BATES,0.016
MO_BENTON,0.015
MO_BOLLINGER,0.008
MO_BOONE,0.03
MO_BUCHANAN,0.052000000000000005
MO_BUTLER,0.016
MO_CALDWELL,0.015
MO_CALLAWAY,0.016
MO_CAMDEN,0.023
MO_CAPEGIRARDEAU,0.02
MO_CARROLL,0.013000000000000001
MO_CARTER,0.017
MO_CASS,0.04
MO_CEDAR,0.015
MO_CHARITON,0.005
MO_CHRISTIAN,0.025
MO_CLARK,0.006
MO_CLAY,0.059000000000000004
MO_CLINTON,0.016
MO_COLE,0.024
MO_COOPER,0.013000000000000001
MO_CRAWFORD,0.015
MO_DADE,0.015
MO_DALLAS,0.015
MO_DAVIESS,0.01
MO_DEKALB,0.017
MO_DENT,0.009000000000000001
MO_DOUGLAS,0.008
MO_DUNKLIN,0.054000000000000006
MO_FRANKLIN,0.013999999999999999
MO_GASCONADE,0.01
MO_GENTRY,0.005
MO_GREENE,0.03
MO_GRUNDY,0.017
MO_HARRISON,0.016
MO_HENRY,0.017
MO_HICKORY,0.009000000000000001
MO_HOLT,0.008
MO_HOWARD,0.012
MO_HOWELL,0.017
MO_IRON,0.013000000000000001
MO_JACKSON,0.084
MO_JASPER,0.068
MO_JEFFERSON,0.016
MO_JOHNSON,0.031
MO_KNOX,0.008
MO_LACLEDE,0.02
MO_LAFAYETTE,0.022000000000000002
MO_LAWRENCE,0.063
MO_LEWIS,0.016
MO_LINCOLN,0.02
MO_LINN,0.015
MO_LIVINGSTON,0.012
MO_MCDONALD,0.11199999999999999
MO_MACON,0.01
MO_MADISON,0.02
MO_MARIES,0.008
MO_MARION,0.013999999999999999
MO_MERCER,0.006999999999999999
MO_MILLER,0.013999999999999999
MO_MISSISSIPPI,0.016
MO_MONITEAU,0.038
MO_MONROE,0.01
MO_MONTGOMERY,0.013999999999999999
MO_MORGAN,0.018000000000000002
MO_NEWMADRID,0.011000000000000001
MO_NEWTON,0.044000000000000004
MO_NODAWAY,0.013000000000000001
MO_OREGON,0.012
MO_OSAGE,0.006
MO_OZARK,0.013000000000000001
MO_PEMISCOT,0.019
MO_PERRY,0.017
MO_PETTIS,0.07200000000000001
MO_PHELPS,0.02
MO_PIKE,0.018000000000000002
MO_PLATTE,0.05
MO_POLK,0.02
MO_PULASKI,0.09
MO_PUTNAM,0.006999999999999999
MO_RALLS,0.01
MO_RANDOLPH,0.016
MO_RAY,0.018000000000000002
MO_REYNOLDS,0.01
MO_RIPLEY,0.01
MO_STCHARLES,0.027999999999999997
MO_STCLAIR,0.017
MO_STEGENEVIEVE,0.008
MO_STFRANCOIS,0.012
MO_STLOUIS,0.025
MO_SALINE,0.08199999999999999
MO_SCHUYLER,0.006999999999999999
MO_SCOTLAND,0.006999999999999999
MO_SCOTT,0.018000000000000002
MO_SHANNON,0.016
MO_SHELBY,0.011000000000000001
MO_STODDARD,0.012
MO_STONE,0.017
MO_SULLIVAN,0.18600000000000003
MO_TANEY,0.048
MO_TEXAS,0.016
MO_VERNON,0.016
MO_WARREN,0.028999999999999998
MO_WASHINGTON,0.01
MO_WAYNE,0.01
MO_WEBSTER,0.017
MO_WORTH,0.011000000000000001
MO_WRIGHT,0.013000000000000001
MO_STLOUISCITY,0.035
MT_BEAVERHEAD,0.037000000000000005
MT_BIGHORN,0.04
MT_BLAINE,0.018000000000000002
MT_BROADWATER,0.022000000000000002
MT_CARBON,0.019
MT_CARTER,0.006999999999999999
MT_CASCADE,0.033
MT_CHOUTEAU,0.016
MT_CUSTER,0.022000000000000002
MT_DANIELS,0.015
MT_DAWSON,0.02
MT_DEERLODGE,0.028999999999999998
MT_FALLON,0.012
MT_FERGUS,0.015
MT_FLATHEAD,0.023
MT_GALLATIN,0.027999999999999997
MT_GARFIELD,0.002
MT_GLACIER,0.018000000000000002
MT_GOLDENVALLEY,0.035
MT_GRANITE,0.013999999999999999
MT_HILL,0.023
MT_JEFFERSON,0.02
MT_JUDITHBASIN,0.012
MT_LAKE,0.035
MT_LEWISANDCLARK,0.025
MT_LIBERTY,0.003
MT_LINCOLN,0.023
MT_MCCONE,0.006999999999999999
MT_MADISON,0.024
MT_MEAGHER,0.015
MT_MINERAL,0.019
MT_MISSOULA,0.026000000000000002
MT_MUSSELSHELL,0.026000000000000002
MT_PARK,0.021
MT_PETROLEUM,0.01
MT_PHILLIPS,0.019
MT_PONDERA,0.013999999999999999
MT_POWDERRIVER,0.013999999999999999
MT_POWELL,0.017
MT_PRAIRIE,0.013999999999999999
MT_RAVALLI,0.03
MT_RICHLAND,0.03
MT_ROOSEVELT,0.013000000000000001
MT_ROSEBUD,0.034
MT_SANDERS,0.02
MT_SHERIDAN,0.015
MT_SILVERBOW,0.037000000000000005
MT_STILLWATER,0.023
MT_SWEETGRASS,0.013999999999999999
MT_TETON,0.013000000000000001
MT_TOOLE,0.024
MT_TREASURE,0.035
MT_VALLEY,0.012
MT_WHEATLAND,0.015
MT_WIBAUX,0.013000000000000001
MT_YELLOWSTONE,0.047
MT_YELLOWSTONENATIONALPARK,0.0
NE_ADAMS,0.081
NE_ANTELOPE,0.027000000000000003
NE_ARTHUR,0.040999999999999995
NE_BANNER,0.038
NE_BLAINE,0.0
NE_BOONE,0.012
NE_BOXBUTTE,0.102
NE_BOYD,0.016
NE_BROWN,0.009000000000000001
NE_BUFFALO,0.07400000000000001
NE_BURT,0.018000000000000002
NE_BUTLER,0.023
NE_CASS,0.024
NE_CEDAR,0.013000000000000001
NE_CHASE,0.111
NE_CHERRY,0.017
NE_CHEYENNE,0.061
NE_CLAY,0.077
NE_COLFAX,0.41
NE_CUMING,0.083
NE_CUSTER,0.02
NE_DAKOTA,0.353
NE_DAWES,0.033
NE_DAWSON,0.318
NE_DEUEL,0.039
NE_DIXON,0.10400000000000001
NE_DODGE,0.10099999999999999
NE_DOUGLAS,0.11199999999999999
NE_DUNDY,0.057999999999999996
NE_FILLMORE,0.03
NE_FRANKLIN,0.01
NE_FRONTIER,0.013000000000000001
NE_FURNAS,0.027000000000000003
NE_GAGE,0.017
NE_GARDEN,0.039
NE_GARFIELD,0.006999999999999999
NE_GOSPER,0.024
NE_GRANT,0.011000000000000001
NE_GREELEY,0.02
NE_HALL,0.233
NE_HAMILTON,0.02
NE_HARLAN,0.013000000000000001
NE_HAYES,0.034
NE_HITCHCOCK,0.013999999999999999
NE_HOLT,0.028999999999999998
NE_HOOKER,0.011000000000000001
NE_HOWARD,0.017
NE_JEFFERSON,0.027000000000000003
NE_JOHNSON,0.083
NE_KEARNEY,0.038
NE_KEITH,0.057
NE_KEYAPAHA,0.005
NE_KIMBALL,0.064
NE_KNOX,0.018000000000000002
NE_LANCASTER,0.057999999999999996
NE_LINCOLN,0.07200000000000001
NE_LOGAN,0.017
NE_LOUP,0.021
NE_MCPHERSON,0.004
NE_MADISON,0.129
NE_MERRICK,0.035
NE_MORRILL,0.136
NE_NANCE,0.017
NE_NEMAHA,0.018000000000000002
NE_NUCKOLLS,0.022000000000000002
NE_OTOE,0.057
NE_PAWNEE,0.013000000000000001
NE_PERKINS,0.032
NE_PHELPS,0.040999999999999995
NE_PIERCE,0.013000000000000001
NE_PLATTE,0.138
NE_POLK,0.028999999999999998
NE_REDWILLOW,0.042
NE_RICHARDSON,0.013000000000000001
NE_ROCK,0.001
NE_SALINE,0.20199999999999999
NE_SARPY,0.073
NE_SAUNDERS,0.02
NE_SCOTTSBLUFF,0.21100000000000002
NE_SEWARD,0.016
NE_SHERIDAN,0.031
NE_SHERMAN,0.01
NE_SIOUX,0.04
NE_STANTON,0.046
NE_THAYER,0.015
NE_THOMAS,0.019
NE_THURSTON,0.027000000000000003
NE_VALLEY,0.019
NE_WASHINGTON,0.021
NE_WAYNE,0.042
NE_WEBSTER,0.035
NE_WHEELER,0.006999999999999999
NE_YORK,0.040999999999999995
NV_CHURCHILL,0.121
NV_CLARK,0.29100000000000004
NV_DOUGLAS,0.109
NV_ELKO,0.22899999999999998
NV_ESMERALDA,0.153
NV_EUREKA,0.12
NV_HUMBOLDT,0.244
NV_LANDER,0.21100000000000002
NV_LINCOLN,0.062
NV_LYON,0.14800000000000002
NV_MINERAL,0.091
NV_NYE,0.136
NV_PERSHING,0.223
NV_STOREY,0.057
NV_WASHOE,0.222
NV_WHITEPINE,0.132
NV_CARSONCITY,0.213
NH_BELKNAP,0.012
NH_CARROLL,0.01
NH_CHESHIRE,0.013999999999999999
NH_COOS,0.012
NH_GRAFTON,0.018000000000000002
NH_HILLSBOROUGH,0.053
NH_MERRIMACK,0.016
NH_ROCKINGHAM,0.021
NH_STRAFFORD,0.018000000000000002
NH_SULLIVAN,0.011000000000000001
NJ_ATLANTIC,0.168
NJ_BERGEN,0.161
NJ_BURLINGTON,0.064
NJ_CAMDEN,0.142
NJ_CAPEMAY,0.062
NJ_CUMBERLAND,0.271
NJ_ESSEX,0.203
NJ_GLOUCESTER,0.048
NJ_HUDSON,0.42200000000000004
NJ_HUNTERDON,0.052000000000000005
NJ_MERCER,0.151
NJ_MIDDLESEX,0.184
NJ_MONMOUTH,0.09699999999999999
NJ_MORRIS,0.115
NJ_OCEAN,0.083
NJ_PASSAIC,0.37
NJ_SALEM,0.068
NJ_SOMERSET,0.13
NJ_SUSSEX,0.064
NJ_UNION,0.273
NJ_WARREN,0.07
NM_BERNALILLO,0.479
NM_CATRON,0.19
NM_CHAVES,0.52
NM_CIBOLA,0.365
NM_COLFAX,0.47200000000000003
NM_CURRY,0.395
NM_DEBACA,0.385
NM_DONAANA,0.657
NM_EDDY,0.441
NM_GRANT,0.483
NM_GUADALUPE,0.7959999999999999
NM_HARDING,0.43
NM_HIDALGO,0.5660000000000001
NM_LEA,0.511
NM_LINCOLN,0.298
NM_LOSALAMOS,0.147
NM_LUNA,0.615
NM_MCKINLEY,0.133
NM_MORA,0.81
NM_OTERO,0.345
NM_QUAY,0.424
NM_RIOARRIBA,0.713
NM_ROOSEVELT,0.39899999999999997
NM_SANDOVAL,0.35100000000000003
NM_SANJUAN,0.191
NM_SANMIGUEL,0.768
