0,0.366
1,0.6920000000000001
3,0.643
4,0.583
7,0.485
10,0.845
15,0.32
22,0.462
27,0.265
32,0.604
33,0.599
52,0.6829999999999999
55,0.355
57,0.752
71,0.526
87,0.752
94,0.7070000000000001
95,0.639
97,0.6759999999999999
100,0.718
103,0.7909999999999999
104,0.652
105,0.7290000000000001
106,0.746
107,0.703
108,0.6559999999999999
109,0.72
110,0.644
112,0.748
113,0.657
114,0.735
115,0.591
116,0.7759999999999999
117,0.72
118,0.701
119,0.5429999999999999
120,0.643
125,0.505
129,0.51
139,0.591
140,0.42100000000000004
141,0.655
152,0.41100000000000003
157,0.703
158,0.6629999999999999
166,0.894
168,0.816
184,0.405
192,0.395
195,0.55
226,0.762
236,0.424
237,0.47100000000000003
241,0.667
260,0.37799999999999995
264,0.7
268,0.7859999999999999
277,0.782
289,0.812
299,0.40700000000000003
300,0.521
306,0.792
307,0.547
338,0.67
374,0.345
377,0.741
401,0.691
402,0.773
405,0.787
415,0.588
558,0.469
628,0.611
655,0.703
666,0.742
668,0.8220000000000001
689,0.68
727,0.797
784,0.748
812,0.6809999999999999
814,0.5720000000000001
815,0.6679999999999999
825,0.7959999999999999
871,0.662
898,0.8059999999999999
903,0.711
904,0.603
905,0.54
906,0.742
909,0.7659999999999999
910,0.7979999999999999
923,0.711
924,0.6509999999999999
925,0.6559999999999999
926,0.6509999999999999
927,0.737
931,0.8029999999999999
932,0.7090000000000001
933,0.66
934,0.6709999999999999
935,0.7440000000000001
940,0.8009999999999999
950,0.5710000000000001
951,0.7190000000000001
955,0.774
956,0.7090000000000001
957,0.657
976,0.7509999999999999
982,0.7659999999999999
983,0.805
989,0.667
990,0.6459999999999999
993,0.6990000000000001
994,0.619
997,1.0
998,0.254
999,0.588
1003,0.9690000000000001
1015,0.691
1043,0.7509999999999999
1054,0.5670000000000001
1071,0.7559999999999999
1073,0.6779999999999999
1074,0.7090000000000001
1075,0.773
1076,0.6829999999999999
1077,0.75
1082,0.6829999999999999
1087,0.763
1088,0.813
1098,0.748
1100,0.627
1101,0.716
1102,0.7659999999999999
1103,0.44
1105,0.47
1107,0.77
1108,0.8
1113,0.56
1114,0.78
1123,0.76
1130,0.56
1131,0.56
1138,0.63
1139,0.67
1141,0.42
1154,0.62
1155,0.66
1162,0.64
1168,0.67
1173,0.37
1190,0.95
1203,0.61
1216,0.64
1231,0.73
1232,0.72
1236,0.81
1288,0.81
1316,0.72
1318,0.77
1348,0.68
1382,0.77
1386,0.67
1393,0.59
1397,0.64
1403,0.49
1417,0.75
1421,0.69
1424,0.68
1471,0.68
1472,0.75
1473,0.78
1474,0.8
1476,0.8
1477,0.78
1483,0.7
1489,0.74
1500,0.72
1501,0.62
1506,0.74
1508,0.77
1539,0.84
1540,0.75
1546,0.73
1551,0.77
1569,0.85
1576,0.71
1621,0.76
1635,0.75
1660,0.61
1661,0.9
1662,0.85
1663,0.61
1702,0.85
1744,0.73
1763,0.68
1766,0.67
1769,0.71
1770,0.72
1772,0.78
1773,0.79
1774,0.68
1781,0.67
1782,0.69
1783,0.72
1787,0.11
1788,0.17
1789,0.81
1790,0.76
1791,0.77
1792,0.75
1794,0.6
1800,0.708
1801,0.6294
1802,0.7286
1803,0.6297999999999999
1817,0.625
1822,0.683339999999999
1823,0.66746
1842,0.7293000000000001
1848,0.6765000000000001
1853,0.655159999999999
1856,0.5742499999999999
1858,0.6615000000000001
1860,0.6895
1869,0.7559999999999999
1874,0.45043999999999995
1906,0.6833
1921,0.518
1933,0.6723
1963,0.7511
1976,0.606249999999999
1984,0.7763
1986,0.54339
1989,0.7834299999999991
1990,0.8698599999999991
1991,0.6091
1992,0.7392
1995,0.7121999999999999
1996,0.7384999999999999
1997,0.778
2012,0.6636
2024,0.5941999999999998
2028,0.3807
2053,0.44818999999999987
2084,0.2562
2090,0.26974999999999993
2092,0.678459999999999
2108,0.5151
2161,0.7289
2180,0.7020000000000001
2181,0.6733
2182,0.6920000000000001
2187,0.7340000000000001
2194,0.591
2201,0.6798100000000001
2202,0.6861
2210,0.5809799999999999
2212,0.7081000000000001
2213,0.6984999999999999
2216,0.7292000000000001
2217,0.6964199999999999
2225,0.78
2234,0.8096899999999999
2235,0.79
2236,0.7609999999999999
2246,0.287
2249,0.6056
2253,0.5338
2254,0.6799
2256,0.5333
2263,0.6688
2271,0.6918000000000001
2275,0.6188
2282,0.7225399999999991
2283,0.6323
2284,0.7362000000000001
2302,0.63821
2305,0.41119999999999995
2317,0.6855
2318,0.7231000000000001
2320,0.6904
